ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary
ConstraintError;io.netty.handler.ssl.JdkSslClientContext;javax.net.ssl.SSLContext newSSLContext(java.security.Provider,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,long,long,java.lang.String);violating CrySL rule for javax.net.ssl.SSLContext (on Object #4753c961ae2992e04ca71a533d93d414de76f927b0ec70721b266d21c7983447);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r9 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.security.Provider)>(varReplacer43251, $r0);false
RequiredPredicateError;io.netty.handler.ssl.JdkSslClientContext;javax.net.ssl.SSLContext newSSLContext(java.security.Provider,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,long,long,java.lang.String);violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r9.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>($r10, $r11, varReplacer43252);false
RequiredPredicateError;io.netty.handler.ssl.JdkSslClientContext;javax.net.ssl.SSLContext newSSLContext(java.security.Provider,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,long,long,java.lang.String);violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r9.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>($r10, $r11, varReplacer43252);false
ConstraintError;io.netty.handler.ssl.JdkSslClientContext;javax.net.ssl.SSLContext newSSLContext(java.security.Provider,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,long,long,java.lang.String);violating CrySL rule for javax.net.ssl.SSLContext (on Object #9f60694e942dd26f30621b4ff102636b0525772bd205f1a4b2598ebd88480f1a);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r9 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer43254);false
RequiredPredicateError;io.netty.handler.ssl.JdkAlpnSslUtils;void <clinit>();violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer43306, varReplacer43306, varReplacer43306);false
ConstraintError;io.netty.handler.ssl.JdkAlpnSslUtils;void <clinit>();violating CrySL rule for javax.net.ssl.SSLContext (on Object #dc2bcaf8e8dc32fb8d1769459d2b552fe7d9cff53b0d09d256cc102a7f9a5d4f);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r3 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer43310);false
RequiredPredicateError;io.netty.handler.ssl.JdkAlpnSslUtils;void <clinit>();violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer43306, varReplacer43306, varReplacer43306);false
RequiredPredicateError;io.netty.handler.ssl.JdkAlpnSslUtils;void <clinit>();violating CrySL rule for javax.net.ssl.SSLContext ;Second parameter was not properly generated as generated Trust Managers;virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer43306, varReplacer43306, varReplacer43306);false
NeverTypeOfError;io.netty.handler.ssl.SslContext;javax.net.ssl.KeyManagerFactory buildKeyManagerFactory(java.security.KeyStore,java.lang.String,char[],javax.net.ssl.KeyManagerFactory);violating CrySL rule for javax.net.ssl.KeyManagerFactory (on Object #6e3a1c062687689a405487513f7d003209f856d1759a7ebd424adc47b721cce5);Second parameter should never be of type java.lang.String.;virtualinvoke $r3.<javax.net.ssl.KeyManagerFactory: void init(java.security.KeyStore,char[])>($r0, $r1);false
HardCodedError;io.netty.handler.ssl.SslContext;javax.net.ssl.KeyManagerFactory buildKeyManagerFactory(java.security.KeyStore,java.lang.String,char[],javax.net.ssl.KeyManagerFactory);violating CrySL rule for javax.net.ssl.KeyManagerFactory (on Object #6e3a1c062687689a405487513f7d003209f856d1759a7ebd424adc47b721cce5);Second parameter should never be hardcoded.;virtualinvoke $r3.<javax.net.ssl.KeyManagerFactory: void init(java.security.KeyStore,char[])>($r0, $r1);false
ConstraintError;io.netty.handler.ssl.OpenSslX509TrustManagerWrapper;javax.net.ssl.SSLContext newSSLContext();violating CrySL rule for javax.net.ssl.SSLContext (on Object #e3e94ee08c06f11c4d292b458e9e323774f8526e3927e27f10dadb15ed36bdf6);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r0 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.lang.String)>(varReplacer43311, varReplacer43312);false
RequiredPredicateError;io.netty.handler.ssl.OpenSslX509TrustManagerWrapper;void <clinit>();violating CrySL rule for javax.net.ssl.SSLContext ;Second parameter was not properly generated as generated Trust Managers;virtualinvoke $r5.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer43288, $r12, varReplacer43288);false
RequiredPredicateError;io.netty.handler.ssl.JdkSslServerContext;javax.net.ssl.SSLContext newSSLContext(java.security.Provider,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,long,long,java.lang.String);violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r10.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>($r11, $r12, varReplacer43322);false
ConstraintError;io.netty.handler.ssl.JdkSslServerContext;javax.net.ssl.SSLContext newSSLContext(java.security.Provider,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,long,long,java.lang.String);violating CrySL rule for javax.net.ssl.SSLContext (on Object #811fa76448b820607936e6248733805b0eec31c16ed9df0060e8979f0d49ea7f);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r10 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer43328);false
ConstraintError;io.netty.handler.ssl.JdkSslServerContext;javax.net.ssl.SSLContext newSSLContext(java.security.Provider,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,long,long,java.lang.String);violating CrySL rule for javax.net.ssl.SSLContext (on Object #4f7ce70ba6e653ffc0685fea8366489bbe00afe470dad6370d6388c1764ddb40);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r10 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.security.Provider)>(varReplacer43327, $r0);false
RequiredPredicateError;io.netty.handler.ssl.JdkSslServerContext;javax.net.ssl.SSLContext newSSLContext(java.security.Provider,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,long,long,java.lang.String);violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r10.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>($r11, $r12, varReplacer43322);false
RequiredPredicateError;io.ktor.sessions.SessionTransportTransformerEncrypt;byte[] encryptDecrypt(int,byte[],byte[]);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r5.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>($i0, $r7, $r8);false
RequiredPredicateError;io.ktor.sessions.SessionTransportTransformerEncrypt;byte[] encryptDecrypt(int,byte[],byte[]);violating CrySL rule for javax.crypto.Cipher ;Third parameter was not properly generated as prepared G C M;virtualinvoke $r5.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>($i0, $r7, $r8);false
TypestateError;io.ktor.sessions.SessionTransportTransformerEncrypt;byte[] encryptDecrypt(int,byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #4d1163a0f62af1691d34b684020d62aa125185d5edc9f74ea233d5498117f4b1);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r2 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);false
RequiredPredicateError;io.ktor.sessions.SessionTransportTransformerEncrypt;byte[] encryptDecrypt(int,byte[],byte[]);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r3.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r2);false
RequiredPredicateError;io.ktor.sessions.SessionTransportTransformerEncrypt;byte[] encryptDecrypt(int,byte[],byte[]);violating CrySL rule for javax.crypto.Cipher ;Third parameter was not properly generated as prepared O A E P;virtualinvoke $r5.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>($i0, $r7, $r8);false
RequiredPredicateError;io.ktor.sessions.SessionTransportTransformerEncrypt;byte[] mac(byte[]);violating CrySL rule for javax.crypto.Mac ;First parameter was not properly generated as generated Key;virtualinvoke $r3.<javax.crypto.Mac: void init(java.security.Key)>($r5);false
RequiredPredicateError;io.netty.handler.ssl.JdkSslContext;void <clinit>();violating CrySL rule for javax.net.ssl.SSLContext ;Second parameter was not properly generated as generated Trust Managers;virtualinvoke $r1.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer47741, varReplacer47741, varReplacer47741);false
RequiredPredicateError;io.netty.handler.ssl.JdkSslContext;void <clinit>();violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r1.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer47741, varReplacer47741, varReplacer47741);false
ConstraintError;io.netty.handler.ssl.JdkSslContext;void <clinit>();violating CrySL rule for javax.net.ssl.SSLContext (on Object #3c04d192fe8760d4c02a0517bd50a0b04be83de14ebd1ef32ac11621c113f47a);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r1 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer47740);false
RequiredPredicateError;io.netty.handler.ssl.JdkSslContext;void <clinit>();violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r1.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer47741, varReplacer47741, varReplacer47741);false
IncompleteOperationError;io.netty.handler.ssl.JdkSslContext;void <clinit>();violating CrySL rule for javax.net.ssl.SSLEngine (on Object #fa3cf8dcf2d83c4aa0f5f0eafac09ac9d086f4235ea298c2eb53ff68e703eac1);Operation on object of type javax.net.ssl.SSLEngine object not completed. Expected call to setEnabledProtocols;$r6 = staticinvoke <io.netty.handler.ssl.JdkSslContext: java.util.List defaultCiphers(javax.net.ssl.SSLEngine,java.util.Set)>($r3, $r5);false
TypestateError;io.netty.handler.ssl.JdkSslContext;java.util.Set supportedCiphers(javax.net.ssl.SSLEngine);violating CrySL rule for javax.net.ssl.SSLEngine (on Object #fa3cf8dcf2d83c4aa0f5f0eafac09ac9d086f4235ea298c2eb53ff68e703eac1);Unexpected call to method setEnabledCipherSuites on object of type javax.net.ssl.SSLEngine. Expect a call to one of the following methods setEnabledProtocols;virtualinvoke $r0.<javax.net.ssl.SSLEngine: void setEnabledCipherSuites(java.lang.String[])>($r6);false
IncompleteOperationError;io.netty.handler.ssl.JdkSslContext;void <init>(javax.net.ssl.SSLContext,boolean,java.lang.Iterable,io.netty.handler.ssl.CipherSuiteFilter,io.netty.handler.ssl.JdkApplicationProtocolNegotiator,io.netty.handler.ssl.ClientAuth,java.lang.String[],boolean);violating CrySL rule for javax.net.ssl.SSLEngine (on Object #fa3cf8dcf2d83c4aa0f5f0eafac09ac9d086f4235ea298c2eb53ff68e703eac1);Operation on object of type javax.net.ssl.SSLEngine object not completed. Expected call to setEnabledProtocols;staticinvoke <io.netty.util.ReferenceCountUtil: boolean release(java.lang.Object)>($r14);false
IncompleteOperationError;io.netty.util.internal.ReferenceCountUpdater;boolean retryRelease0(io.netty.util.ReferenceCounted,int);violating CrySL rule for javax.net.ssl.SSLEngine (on Object #fa3cf8dcf2d83c4aa0f5f0eafac09ac9d086f4235ea298c2eb53ff68e703eac1);Operation on object of type javax.net.ssl.SSLEngine object not completed. Expected call to setEnabledProtocols;$i1 = virtualinvoke $r2.<java.util.concurrent.atomic.AtomicIntegerFieldUpdater: int get(java.lang.Object)>($r1);false
IncompleteOperationError;io.netty.util.ResourceLeakDetector$DefaultResourceLeak;boolean close(java.lang.Object);violating CrySL rule for javax.net.ssl.SSLEngine (on Object #fa3cf8dcf2d83c4aa0f5f0eafac09ac9d086f4235ea298c2eb53ff68e703eac1);Operation on object of type javax.net.ssl.SSLEngine object not completed. Expected call to setEnabledProtocols;staticinvoke <io.netty.util.ResourceLeakDetector$DefaultResourceLeak: void reachabilityFence0(java.lang.Object)>($r1);false
IncompleteOperationError;io.netty.handler.ssl.ReferenceCountedOpenSslEngine;void setEnabledCipherSuites(java.lang.String[]);violating CrySL rule for javax.net.ssl.SSLEngine (on Object #fa3cf8dcf2d83c4aa0f5f0eafac09ac9d086f4235ea298c2eb53ff68e703eac1);Operation on object of type javax.net.ssl.SSLEngine object not completed. Expected call to setEnabledProtocols;$z0 = specialinvoke r0.<io.netty.handler.ssl.ReferenceCountedOpenSslEngine: boolean isDestroyed()>();false
IncompleteOperationError;io.netty.handler.ssl.ReferenceCountedOpenSslEngine;void setEnabledProtocols0(java.lang.String[],boolean);violating CrySL rule for javax.net.ssl.SSLEngine (on Object #fa3cf8dcf2d83c4aa0f5f0eafac09ac9d086f4235ea298c2eb53ff68e703eac1);Operation on object of type javax.net.ssl.SSLEngine object not completed. Expected call to setEnabledProtocols;$z0 = specialinvoke r0.<io.netty.handler.ssl.ReferenceCountedOpenSslEngine: boolean isDestroyed()>();false
RequiredPredicateError;io.netty.handler.ssl.ReferenceCountedOpenSslEngine;javax.crypto.spec.SecretKeySpec masterKey();violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r1.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer41669);false
IncompleteOperationError;io.netty.handler.ssl.ReferenceCountedOpenSslClientContext;io.netty.handler.ssl.OpenSslSessionContext newSessionContext(io.netty.handler.ssl.ReferenceCountedOpenSslContext,long,io.netty.handler.ssl.OpenSslEngineMap,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,java.lang.String,long,long);violating CrySL rule for javax.net.ssl.KeyManagerFactory (on Object #cd95ac08401507b4f1df55c079f4647037409d923f160e9cd8d6cfb051f9c73f);Operation on object of type javax.net.ssl.KeyManagerFactory object not completed. Expected call to init;specialinvoke $r29.<io.netty.handler.ssl.OpenSslX509KeyManagerFactory: void <init>()>();false
IncompleteOperationError;io.netty.handler.ssl.ReferenceCountedOpenSslClientContext;io.netty.handler.ssl.OpenSslSessionContext newSessionContext(io.netty.handler.ssl.ReferenceCountedOpenSslContext,long,io.netty.handler.ssl.OpenSslEngineMap,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,java.lang.String,long,long);violating CrySL rule for javax.net.ssl.KeyManagerFactory (on Object #3b80fac0b5bb98178f7aad616cf6f46ce4843933637dad1d2380b3118572829d);Operation on object of type javax.net.ssl.KeyManagerFactory object not completed. Expected call to init;specialinvoke $r29.<io.netty.handler.ssl.OpenSslX509KeyManagerFactory: void <init>()>();false
RequiredPredicateError;io.netty.handler.ssl.ReferenceCountedOpenSslClientContext;io.netty.handler.ssl.OpenSslSessionContext newSessionContext(io.netty.handler.ssl.ReferenceCountedOpenSslContext,long,io.netty.handler.ssl.OpenSslEngineMap,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,java.lang.String,long,long);violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r22.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer43224);false
RequiredPredicateError;io.netty.handler.ssl.ReferenceCountedOpenSslServerContext;io.netty.handler.ssl.OpenSslServerSessionContext newSessionContext(io.netty.handler.ssl.ReferenceCountedOpenSslContext,long,io.netty.handler.ssl.OpenSslEngineMap,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,java.lang.String,long,long);violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r22.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer47780);false
IncompleteOperationError;io.netty.handler.ssl.ReferenceCountedOpenSslServerContext;io.netty.handler.ssl.OpenSslServerSessionContext newSessionContext(io.netty.handler.ssl.ReferenceCountedOpenSslContext,long,io.netty.handler.ssl.OpenSslEngineMap,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,java.lang.String,long,long);violating CrySL rule for javax.net.ssl.KeyManagerFactory (on Object #cd95ac08401507b4f1df55c079f4647037409d923f160e9cd8d6cfb051f9c73f);Operation on object of type javax.net.ssl.KeyManagerFactory object not completed. Expected call to init;specialinvoke $r35.<io.netty.handler.ssl.OpenSslX509KeyManagerFactory: void <init>()>();false
IncompleteOperationError;io.netty.handler.ssl.ReferenceCountedOpenSslServerContext;io.netty.handler.ssl.OpenSslServerSessionContext newSessionContext(io.netty.handler.ssl.ReferenceCountedOpenSslContext,long,io.netty.handler.ssl.OpenSslEngineMap,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,java.lang.String,long,long);violating CrySL rule for javax.net.ssl.KeyManagerFactory (on Object #3b80fac0b5bb98178f7aad616cf6f46ce4843933637dad1d2380b3118572829d);Operation on object of type javax.net.ssl.KeyManagerFactory object not completed. Expected call to init;specialinvoke $r35.<io.netty.handler.ssl.OpenSslX509KeyManagerFactory: void <init>()>();false
ConstraintError;io.netty.handler.codec.http.websocketx.WebSocketUtil$2;java.security.MessageDigest initialValue();violating CrySL rule for java.security.MessageDigest (on Object #1077d3542c8a02d3ffde57238f17f8d92731a62c0a3dbf5d7c35a286747279ad);First parameter (with value "SHA1") should be any of {SHA-256, SHA-384, SHA-512};$r1 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer47799);false
IncompleteOperationError;io.netty.util.Recycler$2;void onRemoval(io.netty.util.Recycler$Stack);violating CrySL rule for java.security.MessageDigest (on Object #1077d3542c8a02d3ffde57238f17f8d92731a62c0a3dbf5d7c35a286747279ad);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;interfaceinvoke $r6.<java.util.Map: java.lang.Object remove(java.lang.Object)>($r1);false
IncompleteOperationError;io.netty.util.Recycler$2;void onRemoval(io.netty.util.Recycler$Stack);violating CrySL rule for java.security.MessageDigest (on Object #653718ec29faf0aab40da6c9af845da1c630d4187fe2dbebec3d6fe310d581aa);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;interfaceinvoke $r6.<java.util.Map: java.lang.Object remove(java.lang.Object)>($r1);false
IncompleteOperationError;io.netty.util.Recycler$2;void onRemoval(io.netty.util.Recycler$Stack);violating CrySL rule for java.security.MessageDigest (on Object #e59886e8fd223b52cc4040c2f2391f2b60512b43a84c8030349d64e9d0aeb5ab);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;interfaceinvoke $r6.<java.util.Map: java.lang.Object remove(java.lang.Object)>($r1);false
IncompleteOperationError;io.netty.util.Recycler$2;void onRemoval(io.netty.util.Recycler$Stack);violating CrySL rule for java.security.MessageDigest (on Object #1077d3542c8a02d3ffde57238f17f8d92731a62c0a3dbf5d7c35a286747279ad);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r3 = virtualinvoke $r2.<java.lang.ref.WeakReference: java.lang.Object get()>();false
IncompleteOperationError;io.netty.util.Recycler$2;void onRemoval(io.netty.util.Recycler$Stack);violating CrySL rule for java.security.MessageDigest (on Object #653718ec29faf0aab40da6c9af845da1c630d4187fe2dbebec3d6fe310d581aa);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r3 = virtualinvoke $r2.<java.lang.ref.WeakReference: java.lang.Object get()>();false
IncompleteOperationError;io.netty.util.Recycler$2;void onRemoval(io.netty.util.Recycler$Stack);violating CrySL rule for java.security.MessageDigest (on Object #e59886e8fd223b52cc4040c2f2391f2b60512b43a84c8030349d64e9d0aeb5ab);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r3 = virtualinvoke $r2.<java.lang.ref.WeakReference: java.lang.Object get()>();false
IncompleteOperationError;androidx.collection.SimpleArrayMap;java.lang.Object removeAt(int);violating CrySL rule for java.security.MessageDigest (on Object #1077d3542c8a02d3ffde57238f17f8d92731a62c0a3dbf5d7c35a286747279ad);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;specialinvoke r0.<androidx.collection.SimpleArrayMap: void allocArrays(int)>($i5);false
IncompleteOperationError;androidx.collection.SimpleArrayMap;java.lang.Object removeAt(int);violating CrySL rule for java.security.MessageDigest (on Object #653718ec29faf0aab40da6c9af845da1c630d4187fe2dbebec3d6fe310d581aa);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;specialinvoke r0.<androidx.collection.SimpleArrayMap: void allocArrays(int)>($i5);false
IncompleteOperationError;androidx.collection.SimpleArrayMap;java.lang.Object removeAt(int);violating CrySL rule for java.security.MessageDigest (on Object #e59886e8fd223b52cc4040c2f2391f2b60512b43a84c8030349d64e9d0aeb5ab);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;specialinvoke r0.<androidx.collection.SimpleArrayMap: void allocArrays(int)>($i5);false
