ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary
IncompleteOperationError;org.schabi.newpipe.util.ReleaseVersionUtil;java.lang.String getCertificateSHA1Fingerprint();violating CrySL rule for java.security.cert.CertificateFactory (on Object #5bca4d08f41f3ae9c4194206f46d4c8d278b523e0bb87219c0a75a6b47ebb569);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCRL;$r10 = virtualinvoke $r9.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r8);false
ConstraintError;org.mozilla.javascript.tools.shell.Main;byte[] getDigest(java.lang.Object);violating CrySL rule for java.security.MessageDigest (on Object #9c77cf6e0d98d2ab1ec0afe6b8cfad59defc2ac845b0da54be64ec8c3cdfffa0);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r4 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer24212);false
ConstraintError;com.google.android.exoplayer2.source.hls.Aes128DataSource;javax.crypto.Cipher getCipherInstance();violating CrySL rule for javax.crypto.Cipher (on Object #dc83b2ed0e33fab32643032362803e2fe9174158cc9a9fa73bde4eaea2f008f);First parameter (with value "AES/CBC/PKCS7Padding") should be any of AES/CBC/{PKCS5Padding, ISO10126Padding};$r1 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer39649);false
RequiredPredicateError;com.google.android.exoplayer2.source.hls.Aes128DataSource;long open(com.google.android.exoplayer2.upstream.DataSpec);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r3.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r4, varReplacer31079);false
RequiredPredicateError;com.google.android.exoplayer2.source.hls.Aes128DataSource;long open(com.google.android.exoplayer2.upstream.DataSpec);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r1.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer31078, $r3, $r5);false
RequiredPredicateError;com.google.android.exoplayer2.source.hls.Aes128DataSource;long open(com.google.android.exoplayer2.upstream.DataSpec);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r5.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r4);false
IncompleteOperationError;com.google.android.exoplayer2.upstream.cache.CachedContentIndex$LegacyStorage;boolean readFile(java.util.HashMap,android.util.SparseArray);violating CrySL rule for javax.crypto.CipherInputStream (on Object #11475a025e41e25a0676f36d6f683f7f0992b68493547e3fe8eb17ae2bb7c8fe);Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read;specialinvoke $r10.<java.io.DataInputStream: void <init>(java.io.InputStream)>($r20);false
RequiredPredicateError;com.google.android.exoplayer2.upstream.cache.CachedContentIndex$LegacyStorage;boolean readFile(java.util.HashMap,android.util.SparseArray);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r16.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r15);false
IncompleteOperationError;com.google.android.exoplayer2.upstream.cache.CachedContentIndex$LegacyStorage;void writeFile(java.util.HashMap);violating CrySL rule for javax.crypto.CipherOutputStream (on Object #919c51f2bd19b9457d5bf9c2c9405d711ebbdabf4e0bbd308cef071c75ff011b);Operation on object of type javax.crypto.CipherOutputStream object not completed. Expected call to write;specialinvoke $r2.<java.io.DataOutputStream: void <init>(java.io.OutputStream)>($r14);false
RequiredPredicateError;com.google.android.exoplayer2.upstream.cache.CachedContentIndex$LegacyStorage;void writeFile(java.util.HashMap);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r10.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r7);false
RequiredPredicateError;com.google.android.exoplayer2.upstream.cache.CachedContentIndex$LegacyStorage;void <init>(java.io.File,byte[],boolean);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r5.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r3, varReplacer53056);false
ConstraintError;com.google.android.exoplayer2.source.rtsp.RtspAuthenticationInfo;java.lang.String getDigestAuthorizationHeaderValue(com.google.android.exoplayer2.source.rtsp.RtspMessageUtil$RtspAuthUserInfo,android.net.Uri,int);violating CrySL rule for java.security.MessageDigest (on Object #ceea19f93105f53a8e90e7296756801b2f485618e720f398e6c8eaa595b3de2e);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer42747);false
IncompleteOperationError;com.google.android.exoplayer2.extractor.DefaultExtractorInput;int readFromUpstream(byte[],int,int,int,boolean);violating CrySL rule for javax.crypto.Cipher (on Object #459b6cd4ebe5d7f01d8e8aad0869d87195e6aec1acf401e2a9465a57aefe4381);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$i0 = interfaceinvoke $r2.<com.google.android.exoplayer2.upstream.DataReader: int read(byte[],int,int)>($r1, $i0, $i1);false
IncompleteOperationError;com.google.android.exoplayer2.upstream.cache.CacheDataSource;int read(byte[],int,int);violating CrySL rule for javax.crypto.Cipher (on Object #459b6cd4ebe5d7f01d8e8aad0869d87195e6aec1acf401e2a9465a57aefe4381);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;specialinvoke r0.<com.google.android.exoplayer2.upstream.cache.CacheDataSource: void handleBeforeThrow(java.lang.Throwable)>($r7);false
IncompleteOperationError;com.google.android.exoplayer2.upstream.ResolvingDataSource;long open(com.google.android.exoplayer2.upstream.DataSpec);violating CrySL rule for javax.crypto.Cipher (on Object #459b6cd4ebe5d7f01d8e8aad0869d87195e6aec1acf401e2a9465a57aefe4381);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$l0 = interfaceinvoke $r3.<com.google.android.exoplayer2.upstream.DataSource: long open(com.google.android.exoplayer2.upstream.DataSpec)>($r1);false
IncompleteOperationError;okhttp3.Cache$Entry;java.util.List readCertificateList(okio.BufferedSource);violating CrySL rule for java.security.cert.CertificateFactory (on Object #9c959a3fb6f23c74de9a85e692aaa38df26434990c7c9fd1048cb0d7f2616390);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCertPath, generateCertificate, generateCRL;$r5 = staticinvoke <java.security.cert.CertificateFactory: java.security.cert.CertificateFactory getInstance(java.lang.String)>(varReplacer69087);false
TypestateError;okhttp3.Cache$Entry;java.util.List readCertificateList(okio.BufferedSource);violating CrySL rule for java.security.cert.CertificateFactory (on Object #9c959a3fb6f23c74de9a85e692aaa38df26434990c7c9fd1048cb0d7f2616390);Unexpected call to method generateCertificate on object of type java.security.cert.CertificateFactory. Expect a call to one of the following methods generateCRL;$r9 = virtualinvoke $r5.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r8);false
IncompleteOperationError;okhttp3.Cache$Entry;java.util.List readCertificateList(okio.BufferedSource);violating CrySL rule for java.security.cert.CertificateFactory (on Object #9c959a3fb6f23c74de9a85e692aaa38df26434990c7c9fd1048cb0d7f2616390);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCertPath, generateCRL, java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream);$r9 = virtualinvoke $r5.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r8);false
ConstraintError;okio.ByteString;okio.ByteString digest(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #b336d574501b28a5bd90db22472c23a68acb0c1b99c4f14746fdc2a23c69a24e);First parameter (with value "SHA-1") should be any of {SHA-256, SHA-384, SHA-512};$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1);false
ConstraintError;okio.ByteString;okio.ByteString digest(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #b336d574501b28a5bd90db22472c23a68acb0c1b99c4f14746fdc2a23c69a24e);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1);false
RequiredPredicateError;okhttp3.OkHttpClient;javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;Second parameter was not properly generated as generated Trust Managers;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer4168, $r7, varReplacer4168);false
RequiredPredicateError;okhttp3.OkHttpClient;javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer4168, $r7, varReplacer4168);false
RequiredPredicateError;okhttp3.OkHttpClient;javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer4168, $r7, varReplacer4168);false
RequiredPredicateError;com.google.android.exoplayer2.upstream.crypto.AesFlushingCipher;void <init>(int,byte[],long,long);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r4.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, $r5);false
RequiredPredicateError;com.google.android.exoplayer2.upstream.crypto.AesFlushingCipher;void <init>(int,byte[],long,long);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r7.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r1);false
RequiredPredicateError;okhttp3.internal.Util;javax.net.ssl.X509TrustManager platformTrustManager();violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r1.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer4170);false
RequiredPredicateError;org.schabi.newpipe.DownloaderImpl;void enableModernTLS(okhttp3.OkHttpClient$Builder);violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r2.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer4095);false
