ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary
IncompleteOperationError;in3.Loader;byte[] md5(java.io.InputStream);violating CrySL rule for java.security.MessageDigest (on Object #48861eb882761ed38d6be93270173c42fd2bfe44a7251171ac28473454990697);Operation on object of type java.security.MessageDigest object not completed. Expected call to java.security.MessageDigest: int digest(byte[],int,int), update, java.security.MessageDigest: byte[] digest(byte[]), java.security.MessageDigest: byte[] digest();$r2 = virtualinvoke $r1.<java.security.MessageDigest: byte[] digest()>();false
IncompleteOperationError;io.horizontalsystems.ethereumkit.crypto.CryptoUtils;byte[] sha3(byte[]);violating CrySL rule for java.security.MessageDigest (on Object #89c9bfba69d9d0e9b73b28d11900cd091b883f3ba9b3ca889db8c870d55e6504);Operation on object of type java.security.MessageDigest object not completed. Expected call to java.security.MessageDigest: int digest(byte[],int,int), update, java.security.MessageDigest: byte[] digest(byte[]), java.security.MessageDigest: byte[] digest();$r1 = virtualinvoke $r3.<java.security.MessageDigest: byte[] digest()>();true
TypestateError;io.horizontalsystems.ethereumkit.crypto.CryptoUtils;byte[] sha3(byte[]);violating CrySL rule for java.security.MessageDigest (on Object #89c9bfba69d9d0e9b73b28d11900cd091b883f3ba9b3ca889db8c870d55e6504);Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte),java.security.MessageDigest: void update(byte[]);$r1 = virtualinvoke $r3.<java.security.MessageDigest: byte[] digest()>();true
TypestateError;org.bouncycastle.x509.AttributeCertificateHolder;boolean match(java.security.cert.Certificate);violating CrySL rule for java.security.MessageDigest (on Object #ce539229b52978ab2fbb4cb94a9ef90c8415eb7b8f649476530e23ae170672b3);Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte),java.security.MessageDigest: void update(byte[]);$r15 = virtualinvoke $r14.<java.security.MessageDigest: byte[] digest()>();false
IncompleteOperationError;org.bouncycastle.x509.AttributeCertificateHolder;boolean match(java.security.cert.Certificate);violating CrySL rule for java.security.MessageDigest (on Object #ce539229b52978ab2fbb4cb94a9ef90c8415eb7b8f649476530e23ae170672b3);Operation on object of type java.security.MessageDigest object not completed. Expected call to java.security.MessageDigest: int digest(byte[],int,int), update, java.security.MessageDigest: byte[] digest(byte[]), java.security.MessageDigest: byte[] digest();$r15 = virtualinvoke $r14.<java.security.MessageDigest: byte[] digest()>();false
ConstraintError;okhttp3.internal.platform.ConscryptPlatform;javax.net.ssl.SSLContext newSSLContext();violating CrySL rule for javax.net.ssl.SSLContext (on Object #ad886b256c85789edc89c5665bb799c141fabdf540df386e5d7f28f4b9ae94c9);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r1 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.security.Provider)>(varReplacer87494, $r2);true
RequiredPredicateError;okhttp3.internal.platform.ConscryptPlatform;javax.net.ssl.X509TrustManager platformTrustManager();violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r2.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer64950);true
RequiredPredicateError;okhttp3.internal.platform.ConscryptPlatform;javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer64973, $r3, varReplacer64973);true
RequiredPredicateError;okhttp3.internal.platform.ConscryptPlatform;javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer64973, $r3, varReplacer64973);true
RequiredPredicateError;okhttp3.internal.platform.ConscryptPlatform;javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;Second parameter was not properly generated as generated Trust Managers;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer64973, $r3, varReplacer64973);true
ConstraintError;okhttp3.internal.platform.Platform;javax.net.ssl.SSLContext newSSLContext();violating CrySL rule for javax.net.ssl.SSLContext (on Object #f20feeaccf604b23dd69d8cc85b925ba26fe19484645db67ef51df93d7f5f7d3);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r1 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer87495);true
RequiredPredicateError;okhttp3.internal.platform.Platform;javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;Second parameter was not properly generated as generated Trust Managers;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer64969, $r3, varReplacer64969);true
RequiredPredicateError;okhttp3.internal.platform.Platform;javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer64969, $r3, varReplacer64969);true
RequiredPredicateError;okhttp3.internal.platform.Platform;javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer64969, $r3, varReplacer64969);true
RequiredPredicateError;okhttp3.internal.platform.Platform;javax.net.ssl.X509TrustManager platformTrustManager();violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r2.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer64957);true
ConstraintError;okhttp3.internal.platform.BouncyCastlePlatform;javax.net.ssl.SSLContext newSSLContext();violating CrySL rule for javax.net.ssl.SSLContext (on Object #8d52e4c543dcbaf2ac4a29b8858fca8e414fa7f6f5a62de22b5ed8467ca9f17f);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r1 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.security.Provider)>(varReplacer87497, $r2);true
RequiredPredicateError;okhttp3.internal.platform.BouncyCastlePlatform;javax.net.ssl.X509TrustManager platformTrustManager();violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r1.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer64960);true
IncompleteOperationError;okio.ByteString;okio.ByteString digest$okio(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #ae39b036c5eeeba58d380660f68e23806935f12d2f5c9cefe65440425aa34f4a);Operation on object of type java.security.MessageDigest object not completed. Expected call to update, java.security.MessageDigest: byte[] digest(byte[]);$r4 = virtualinvoke $r3.<java.security.MessageDigest: byte[] digest(byte[])>($r4);true
TypestateError;okio.SegmentedByteString;okio.ByteString digest$okio(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #6c960e488f21ae2f1d37981b7f790ff5823030d9f242d798118968e0f93ba357);Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte),java.security.MessageDigest: void update(byte[]);$r6 = virtualinvoke $r2.<java.security.MessageDigest: byte[] digest()>();true
IncompleteOperationError;okio.SegmentedByteString;okio.ByteString digest$okio(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #6c960e488f21ae2f1d37981b7f790ff5823030d9f242d798118968e0f93ba357);Operation on object of type java.security.MessageDigest object not completed. Expected call to java.security.MessageDigest: int digest(byte[],int,int), update, java.security.MessageDigest: byte[] digest(byte[]), java.security.MessageDigest: byte[] digest();$r6 = virtualinvoke $r2.<java.security.MessageDigest: byte[] digest()>();true
ConstraintError;io.horizontalsystems.core.security.CipherWrapper;void <init>();violating CrySL rule for javax.crypto.Cipher (on Object #f486806c6ca7d0699b41a9adada62ffd1fd83a3662edef7fe6d7f052ba82a5c);First parameter (with value "AES/CBC/PKCS7Padding") should be any of AES/CBC/{PKCS5Padding, ISO10126Padding};$r1 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer95183);true
TypestateError;io.horizontalsystems.core.security.CipherWrapper;java.lang.String decrypt(java.lang.String,java.security.Key);violating CrySL rule for javax.crypto.Cipher (on Object #f486806c6ca7d0699b41a9adada62ffd1fd83a3662edef7fe6d7f052ba82a5c);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init;$r9 = virtualinvoke $r10.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r9);true
RequiredPredicateError;io.horizontalsystems.core.security.CipherWrapper;java.lang.String decrypt(java.lang.String,java.security.Key);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r8.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r9);true
IncompleteOperationError;io.horizontalsystems.core.security.EncryptionManager;java.lang.String decrypt(java.lang.String);violating CrySL rule for javax.crypto.Cipher (on Object #f486806c6ca7d0699b41a9adada62ffd1fd83a3662edef7fe6d7f052ba82a5c);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$r1 = virtualinvoke $r2.<io.horizontalsystems.core.security.CipherWrapper: java.lang.String decrypt(java.lang.String,java.security.Key)>($r1, $r5);false
IncompleteOperationError;io.horizontalsystems.core.security.EncryptionManager;java.lang.String encrypt(java.lang.String);violating CrySL rule for javax.crypto.Cipher (on Object #f486806c6ca7d0699b41a9adada62ffd1fd83a3662edef7fe6d7f052ba82a5c);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$r1 = virtualinvoke $r2.<io.horizontalsystems.core.security.CipherWrapper: java.lang.String encrypt(java.lang.String,java.security.Key)>($r1, $r5);false
IncompleteOperationError;io.horizontalsystems.binancechainkit.helpers.Crypto;byte[] sign(byte[],java.math.BigInteger);violating CrySL rule for java.security.MessageDigest (on Object #9241dc5b785f56d79cb6a48db9d7603422a2ed4c5f81a58aaa4941407766d496);Operation on object of type java.security.MessageDigest object not completed. Expected call to update, java.security.MessageDigest: byte[] digest(byte[]);$r0 = virtualinvoke $r2.<java.security.MessageDigest: byte[] digest(byte[])>($r0);true
TypestateError;com.google.common.hash.MacHashFunction$MacHasher;com.google.common.hash.HashCode hash();violating CrySL rule for javax.crypto.Mac (on Object #6dfe92fb5526abc60bb706d9a02bc7267374c73eb4cfabeec75ce74a35a0603d);Unexpected call to method <javax.crypto.Mac: byte[] doFinal()> on object of type javax.crypto.Mac. Expect a call to one of the following methods javax.crypto.Mac: void update(byte[]),javax.crypto.Mac: byte[] doFinal(byte[]),javax.crypto.Mac: void update(java.nio.ByteBuffer),javax.crypto.Mac: void update(byte),javax.crypto.Mac: void update(byte[],int,int);$r2 = virtualinvoke $r1.<javax.crypto.Mac: byte[] doFinal()>();false
IncompleteOperationError;com.google.common.hash.AbstractCompositeHashFunction;com.google.common.hash.Hasher newHasher();violating CrySL rule for javax.crypto.Mac (on Object #6dfe92fb5526abc60bb706d9a02bc7267374c73eb4cfabeec75ce74a35a0603d);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;$r4 = specialinvoke r0.<com.google.common.hash.AbstractCompositeHashFunction: com.google.common.hash.Hasher fromHashers(com.google.common.hash.Hasher[])>($r1);true
IncompleteOperationError;com.google.common.hash.AbstractCompositeHashFunction;com.google.common.hash.Hasher newHasher();violating CrySL rule for java.security.MessageDigest (on Object #f4e887286d0504cb5722b1da9a4eac06d6ea434977af7216dbf1f6217c285838);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r4 = specialinvoke r0.<com.google.common.hash.AbstractCompositeHashFunction: com.google.common.hash.Hasher fromHashers(com.google.common.hash.Hasher[])>($r1);true
IncompleteOperationError;com.google.common.hash.AbstractHashFunction;com.google.common.hash.HashCode hashObject(java.lang.Object,com.google.common.hash.Funnel);violating CrySL rule for javax.crypto.Mac (on Object #6dfe92fb5526abc60bb706d9a02bc7267374c73eb4cfabeec75ce74a35a0603d);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;$r4 = interfaceinvoke $r3.<com.google.common.hash.Hasher: com.google.common.hash.HashCode hash()>();true
IncompleteOperationError;com.google.common.hash.AbstractHashFunction;com.google.common.hash.HashCode hashObject(java.lang.Object,com.google.common.hash.Funnel);violating CrySL rule for java.security.MessageDigest (on Object #f4e887286d0504cb5722b1da9a4eac06d6ea434977af7216dbf1f6217c285838);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r4 = interfaceinvoke $r3.<com.google.common.hash.Hasher: com.google.common.hash.HashCode hash()>();true
TypestateError;com.google.common.hash.MessageDigestHashFunction$MessageDigestHasher;com.google.common.hash.HashCode hash();violating CrySL rule for java.security.MessageDigest (on Object #f4e887286d0504cb5722b1da9a4eac06d6ea434977af7216dbf1f6217c285838);Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte),java.security.MessageDigest: void update(byte[]);$r2 = virtualinvoke $r1.<java.security.MessageDigest: byte[] digest()>();true
TypestateError;com.google.common.hash.MessageDigestHashFunction$MessageDigestHasher;com.google.common.hash.HashCode hash();violating CrySL rule for java.security.MessageDigest (on Object #f4e887286d0504cb5722b1da9a4eac06d6ea434977af7216dbf1f6217c285838);Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte),java.security.MessageDigest: void update(byte[]);$r2 = virtualinvoke $r1.<java.security.MessageDigest: byte[] digest()>();true
IncompleteOperationError;org.bouncycastle.operator.jcajce.JcaDigestCalculatorProviderBuilder$1;org.bouncycastle.operator.DigestCalculator get(org.bouncycastle.asn1.x509.AlgorithmIdentifier);violating CrySL rule for java.security.MessageDigest (on Object #b0d5cd113028009cca34a566f603cb63613569a1586081066100dacfc7c80673);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;specialinvoke $r6.<org.bouncycastle.operator.jcajce.JcaDigestCalculatorProviderBuilder$1$1: void <init>(org.bouncycastle.operator.jcajce.JcaDigestCalculatorProviderBuilder$1,org.bouncycastle.asn1.x509.AlgorithmIdentifier,org.bouncycastle.operator.jcajce.JcaDigestCalculatorProviderBuilder$DigestOutputStream)>(r0, $r1, $r5);false
IncompleteOperationError;org.bouncycastle.operator.jcajce.JcaDigestCalculatorProviderBuilder$1;org.bouncycastle.operator.DigestCalculator get(org.bouncycastle.asn1.x509.AlgorithmIdentifier);violating CrySL rule for java.security.MessageDigest (on Object #d5732c60dfdd260fa2584e01723a020872061316c1136df9f421e4c02f29b5db);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;specialinvoke $r6.<org.bouncycastle.operator.jcajce.JcaDigestCalculatorProviderBuilder$1$1: void <init>(org.bouncycastle.operator.jcajce.JcaDigestCalculatorProviderBuilder$1,org.bouncycastle.asn1.x509.AlgorithmIdentifier,org.bouncycastle.operator.jcajce.JcaDigestCalculatorProviderBuilder$DigestOutputStream)>(r0, $r1, $r5);false
IncompleteOperationError;org.bouncycastle.operator.jcajce.JcaDigestCalculatorProviderBuilder$1;org.bouncycastle.operator.DigestCalculator get(org.bouncycastle.asn1.x509.AlgorithmIdentifier);violating CrySL rule for java.security.MessageDigest (on Object #4426af26dc3fc58a067c5a58b3c0542c3dfa1bc92e57d2921b3ab11f647f0193);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;specialinvoke $r6.<org.bouncycastle.operator.jcajce.JcaDigestCalculatorProviderBuilder$1$1: void <init>(org.bouncycastle.operator.jcajce.JcaDigestCalculatorProviderBuilder$1,org.bouncycastle.asn1.x509.AlgorithmIdentifier,org.bouncycastle.operator.jcajce.JcaDigestCalculatorProviderBuilder$DigestOutputStream)>(r0, $r1, $r5);false
TypestateError;io.horizontalsystems.hdwalletkit.PBKDF2SHA512;byte[] F(java.lang.String,java.lang.String,int,int);violating CrySL rule for javax.crypto.Mac (on Object #63fddcdbc40d016a4a61d69795f6e7f719cd56016550109184ecaf69d9e0d41d);Unexpected call to method doFinal on object of type javax.crypto.Mac.;$r5 = virtualinvoke $r7.<javax.crypto.Mac: byte[] doFinal(byte[])>($r9);true
TypestateError;io.horizontalsystems.hdwalletkit.PBKDF2SHA512;byte[] F(java.lang.String,java.lang.String,int,int);violating CrySL rule for javax.crypto.Mac (on Object #63fddcdbc40d016a4a61d69795f6e7f719cd56016550109184ecaf69d9e0d41d);Unexpected call to method doFinal on object of type javax.crypto.Mac.;$r9 = virtualinvoke $r7.<javax.crypto.Mac: byte[] doFinal(byte[])>($r5);true
NeverTypeOfError;io.horizontalsystems.hdwalletkit.PBKDF2SHA512;byte[] F(java.lang.String,java.lang.String,int,int);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #12f471d67bc85d36c96b256891c9638a8adca626bfdace009c5b527598ae5c19);First parameter should never be of type java.lang.String.;specialinvoke $r6.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r5, varReplacer107573);true
RequiredPredicateError;io.horizontalsystems.hdwalletkit.PBKDF2SHA512;byte[] F(java.lang.String,java.lang.String,int,int);violating CrySL rule for javax.crypto.Mac ;First parameter was not properly generated as generated Key;virtualinvoke $r7.<javax.crypto.Mac: void init(java.security.Key)>($r8);true
IncompleteOperationError;io.horizontalsystems.hdwalletkit.PBKDF2SHA512;byte[] F(java.lang.String,java.lang.String,int,int);violating CrySL rule for javax.crypto.Mac (on Object #63fddcdbc40d016a4a61d69795f6e7f719cd56016550109184ecaf69d9e0d41d);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;virtualinvoke $r7.<javax.crypto.Mac: void init(java.security.Key)>($r8);true
RequiredPredicateError;io.horizontalsystems.hdwalletkit.PBKDF2SHA512;byte[] F(java.lang.String,java.lang.String,int,int);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r6.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r5, varReplacer107573);true
IncompleteOperationError;io.horizontalsystems.hdwalletkit.PBKDF2SHA512;byte[] F(java.lang.String,java.lang.String,int,int);violating CrySL rule for javax.crypto.Mac (on Object #63fddcdbc40d016a4a61d69795f6e7f719cd56016550109184ecaf69d9e0d41d);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;virtualinvoke $r7.<javax.crypto.Mac: void reset()>();true
IncompleteOperationError;io.horizontalsystems.hdwalletkit.PBKDF2SHA512;byte[] F(java.lang.String,java.lang.String,int,int);violating CrySL rule for javax.crypto.Mac (on Object #63fddcdbc40d016a4a61d69795f6e7f719cd56016550109184ecaf69d9e0d41d);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;virtualinvoke $r7.<javax.crypto.Mac: void reset()>();true
RequiredPredicateError;com.squareup.okhttp.OkHttpClient;javax.net.ssl.SSLSocketFactory getDefaultSSLSocketFactory();violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer110560, varReplacer110560, varReplacer110560);true
ConstraintError;com.squareup.okhttp.OkHttpClient;javax.net.ssl.SSLSocketFactory getDefaultSSLSocketFactory();violating CrySL rule for javax.net.ssl.SSLContext (on Object #24705a1857502d65ea093d0ddb1cd10128d78ac7f3630a303f36ae1829ca50a1);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r3 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer110559);true
RequiredPredicateError;com.squareup.okhttp.OkHttpClient;javax.net.ssl.SSLSocketFactory getDefaultSSLSocketFactory();violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer110560, varReplacer110560, varReplacer110560);true
RequiredPredicateError;com.squareup.okhttp.OkHttpClient;javax.net.ssl.SSLSocketFactory getDefaultSSLSocketFactory();violating CrySL rule for javax.net.ssl.SSLContext ;Second parameter was not properly generated as generated Trust Managers;virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer110560, varReplacer110560, varReplacer110560);true
TypestateError;com.trustwallet.walletconnect.WCCipher;com.trustwallet.walletconnect.models.WCEncryptionPayload encrypt(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #78785e0148790df4fdd1d05738f152ed90943f366f6373a08cf39d67c290ad5);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r1 = virtualinvoke $r7.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);false
NeverTypeOfError;com.trustwallet.walletconnect.WCCipher;com.trustwallet.walletconnect.models.WCEncryptionPayload encrypt(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #62dc58aeb2859af2699a5f8afbc46bddae8e3ddb73d92fad34ebc0c330d4ab7);First parameter should never be of type java.lang.String.;specialinvoke $r4.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer111145);false
