ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary
IncompleteOperationError;org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.ContentDataSource;void close();violating CrySL rule for javax.crypto.CipherInputStream (on Object #e899dee01d55d270e79a5441cb05f39cda46030c1ce70bb65798863cf7de103a);Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read;virtualinvoke r0.<org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.BaseDataSource: void transferEnded()>();false
IncompleteOperationError;org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.ContentDataSource;void close();violating CrySL rule for javax.crypto.CipherInputStream (on Object #e899dee01d55d270e79a5441cb05f39cda46030c1ce70bb65798863cf7de103a);Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read;virtualinvoke r0.<org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.BaseDataSource: void transferEnded()>();false
IncompleteOperationError;org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.ContentDataSource;void close();violating CrySL rule for javax.crypto.CipherInputStream (on Object #e899dee01d55d270e79a5441cb05f39cda46030c1ce70bb65798863cf7de103a);Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read;virtualinvoke r0.<org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.BaseDataSource: void transferEnded()>();false
IncompleteOperationError;org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.RawResourceDataSource;void close();violating CrySL rule for javax.crypto.CipherInputStream (on Object #e899dee01d55d270e79a5441cb05f39cda46030c1ce70bb65798863cf7de103a);Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read;virtualinvoke r0.<org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.BaseDataSource: void transferEnded()>();false
IncompleteOperationError;org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.RawResourceDataSource;void close();violating CrySL rule for javax.crypto.CipherInputStream (on Object #e899dee01d55d270e79a5441cb05f39cda46030c1ce70bb65798863cf7de103a);Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read;virtualinvoke r0.<org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.BaseDataSource: void transferEnded()>();false
IncompleteOperationError;org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.RawResourceDataSource;void close();violating CrySL rule for javax.crypto.CipherInputStream (on Object #e899dee01d55d270e79a5441cb05f39cda46030c1ce70bb65798863cf7de103a);Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read;virtualinvoke r0.<org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.BaseDataSource: void transferEnded()>();false
IncompleteOperationError;org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.DefaultDataSource;long open(org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.DataSpec);violating CrySL rule for javax.crypto.CipherInputStream (on Object #e899dee01d55d270e79a5441cb05f39cda46030c1ce70bb65798863cf7de103a);Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read;$l1 = interfaceinvoke $r3.<org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.DataSource: long open(org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.DataSpec)>($r2);false
IncompleteOperationError;org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.DataSourceInputStream;void open();violating CrySL rule for javax.crypto.CipherInputStream (on Object #e899dee01d55d270e79a5441cb05f39cda46030c1ce70bb65798863cf7de103a);Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read;interfaceinvoke $r2.<org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.DataSource: long open(org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.DataSpec)>($r1);false
IncompleteOperationError;org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.DefaultHttpDataSource;void close();violating CrySL rule for javax.crypto.CipherInputStream (on Object #e899dee01d55d270e79a5441cb05f39cda46030c1ce70bb65798863cf7de103a);Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read;virtualinvoke r0.<org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.BaseDataSource: void transferEnded()>();false
IncompleteOperationError;org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.DefaultHttpDataSource;void close();violating CrySL rule for javax.crypto.CipherInputStream (on Object #e899dee01d55d270e79a5441cb05f39cda46030c1ce70bb65798863cf7de103a);Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read;virtualinvoke r0.<org.mozilla.thirdparty.com.google.android.exoplayer2.upstream.DefaultHttpDataSource: void closeConnectionQuietly()>();false
ConstraintError;mozilla.components.lib.dataprotect.Keystore;javax.crypto.SecretKey getKey();violating CrySL rule for java.security.KeyStore (on Object #6dc8565cc03040484d6579fa754c14e022b55a16a47ccd5678c21892810708e7);First parameter (with value "AndroidKeyStore") should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12};$r3 = staticinvoke <java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String)>(varReplacer63178);false
ConstraintError;mozilla.components.lib.dataprotect.Keystore;boolean generateKey();violating CrySL rule for java.security.KeyStore (on Object #7c143a3824a2a4a873552086f5d570c2af7bd282137499751f2edb2adef249b9);First parameter (with value "AndroidKeyStore") should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12};$r3 = staticinvoke <java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String)>(varReplacer63186);false
RequiredPredicateError;mozilla.components.lib.dataprotect.Keystore;byte[] decryptBytes(byte[]);violating CrySL rule for javax.crypto.spec.GCMParameterSpec ;Second parameter was not properly generated as randomized;specialinvoke $r6.<javax.crypto.spec.GCMParameterSpec: void <init>(int,byte[])>(varReplacer95918, $r3);false
RequiredPredicateError;mozilla.components.lib.dataprotect.Keystore;byte[] decryptBytes(byte[]);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r5.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer95920, $r4, $r6);false
TypestateError;mozilla.components.lib.dataprotect.Keystore;byte[] decryptBytes(byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #804876f9fb023303c112d1f61c63784a3253d616e309e6ea1e54a320c61966a4);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r1 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);false
RequiredPredicateError;mozilla.components.lib.dataprotect.Keystore;byte[] decryptBytes(byte[]);violating CrySL rule for javax.crypto.Cipher ;Third parameter was not properly generated as prepared G C M;virtualinvoke $r5.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer95920, $r4, $r6);false
ConstraintError;mozilla.components.support.ktx.kotlin.StringKt;java.lang.String sha1(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #5c27f781797479a48b4bb2b2846ab78477e25adc6597fa05f95fdd0686602bff);First parameter (with value "SHA-1") should be any of {SHA-256, SHA-384, SHA-512};$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer69282);false
RequiredPredicateError;mozilla.components.lib.dataprotect.SecurePreferencesImpl23;void putString(java.lang.String,java.lang.String);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r9.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer84893, $r8);false
TypestateError;mozilla.components.lib.dataprotect.SecurePreferencesImpl23;void putString(java.lang.String,java.lang.String);violating CrySL rule for javax.crypto.Cipher (on Object #577d951d49d7e4b176bc1d2a3002112b2407d7097b99621a9b8d9a4f9430bb2d);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r7 = virtualinvoke $r9.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r7);false
IncompleteOperationError;org.mozilla.geckoview.WebRequestError;org.mozilla.geckoview.WebRequestError fromGeckoError(long,int,int,byte[]);violating CrySL rule for java.security.cert.CertificateFactory (on Object #2e05f6004c75b3b67a549fdbed9176a989d0815be31ce06b7c427c794551313d);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCRL;$r5 = virtualinvoke $r3.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r4);false
IncompleteOperationError;org.mozilla.geckoview.GeckoSession$ProgressDelegate$SecurityInformation;void <init>(org.mozilla.gecko.util.GeckoBundle);violating CrySL rule for java.security.cert.CertificateFactory (on Object #6e332d288b0e1bfbb6b7b5091359c6877fbd46fd34566ebe1e536a99bf9b94ec);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCertPath, generateCRL, java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream);$r10 = virtualinvoke $r7.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r9);false
IncompleteOperationError;org.mozilla.geckoview.GeckoSession$ProgressDelegate$SecurityInformation;void <init>(org.mozilla.gecko.util.GeckoBundle);violating CrySL rule for java.security.cert.CertificateFactory (on Object #6e332d288b0e1bfbb6b7b5091359c6877fbd46fd34566ebe1e536a99bf9b94ec);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCertPath, generateCertificate, generateCRL;$r7 = staticinvoke <java.security.cert.CertificateFactory: java.security.cert.CertificateFactory getInstance(java.lang.String)>(varReplacer109441);false
