ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary
ConstraintError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl;byte[] RC4(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #7debe6fec09565245014707657f82b2699439fabcde8d193a35bef79353f5971);First parameter (with value "RC4") should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256};$r3 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer61825);false
NeverTypeOfError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl;byte[] RC4(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #ec65dd5d45d92b91f0deee3908afcaa18e755611afeb24db36ea0fdc6a342fda);First parameter should never be of type java.lang.String.;specialinvoke $r0.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer61826);false
RequiredPredicateError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl;byte[] RC4(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r3.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer61824, $r0);false
RequiredPredicateError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl;byte[] RC4(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r0.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer61826);false
NeverTypeOfError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl;byte[] RC4(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #ec65dd5d45d92b91f0deee3908afcaa18e755611afeb24db36ea0fdc6a342fda);First parameter should never be of type java.lang.String.;specialinvoke $r0.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer61826);false
ConstraintError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl;java.security.MessageDigest getMD5();violating CrySL rule for java.security.MessageDigest (on Object #1ee058c5f47f7525711e9dedd580f8131bb80357f527daeb8ed2965971487637);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r0 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer62960);false
RequiredPredicateError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl;java.security.Key createDESKey(byte[],int);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r2.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, varReplacer63022);false
ConstraintError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl;java.security.Key createDESKey(byte[],int);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #ed704bdd544903f33fa8162aa2880f2db0c3f2d8c3a4b950d08452057507f2a9);Second parameter (with value "DES") should be any of {AES, HmacSHA256, HmacSHA384, HmacSHA512};specialinvoke $r2.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, varReplacer63022);false
ConstraintError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl;byte[] lmResponse(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #63a547fd9dea7e06a19e80381cc1f9173175252ba735fdc3988ec46a4e0f491e);First parameter (with value "DES/ECB/NoPadding") should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256};$r6 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer63041);false
RequiredPredicateError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl;byte[] lmResponse(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r6.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer63028, $r3);false
TypestateError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl;byte[] lmResponse(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #63a547fd9dea7e06a19e80381cc1f9173175252ba735fdc3988ec46a4e0f491e);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r0 = virtualinvoke $r6.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);false
ConstraintError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl;byte[] lmHash(char[]);violating CrySL rule for javax.crypto.Cipher (on Object #426c19e1efed77536d54157ec28b2261d4991a76bc69e9d12d5ce9550d7ae1af);First parameter (with value "DES/ECB/NoPadding") should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256};$r9 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer64101);false
RequiredPredicateError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl;byte[] lmHash(char[]);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r9.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer64102, $r6);false
TypestateError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl;byte[] lmHash(char[]);violating CrySL rule for javax.crypto.Cipher (on Object #426c19e1efed77536d54157ec28b2261d4991a76bc69e9d12d5ce9550d7ae1af);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r3 = virtualinvoke $r9.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r4);false
RequiredPredicateError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl$CipherGen;byte[] getLanManagerSessionKey();violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r5.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer62988, $r3);false
ConstraintError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl$CipherGen;byte[] getLanManagerSessionKey();violating CrySL rule for javax.crypto.Cipher (on Object #cfec05e00f913aebc56d5d6e6380e9c1cfcf536c23aef9a2a4c716a28adaefc6);First parameter (with value "DES/ECB/NoPadding") should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256};$r5 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer62982);false
TypestateError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl$CipherGen;byte[] getLanManagerSessionKey();violating CrySL rule for javax.crypto.Cipher (on Object #cfec05e00f913aebc56d5d6e6380e9c1cfcf536c23aef9a2a4c716a28adaefc6);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r1 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r2);false
TypestateError;org.apache.hc.client5.http.impl.auth.NTLMEngineImpl$CipherGen;byte[] getLanManagerSessionKey();violating CrySL rule for javax.crypto.Cipher (on Object #57fa3b174f3e1db4e04367f071a52efc96eb306dc50def6fd2ea836c8098da88);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r2 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r2);false
ConstraintError;org.minidns.dnssec.algorithms.JavaSecDigestCalculator;void <init>(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #27f10d36f956bb46cbfe64756f259ad7962bc65acc218ac50caa3410dcd06af5);First parameter (with value "SHA-1") should be any of {SHA-256, SHA-384, SHA-512};$r1 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r2);false
IncompleteOperationError;org.minidns.dnssec.algorithms.AlgorithmMap;void <init>();violating CrySL rule for java.security.MessageDigest (on Object #27f10d36f956bb46cbfe64756f259ad7962bc65acc218ac50caa3410dcd06af5);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;interfaceinvoke $r4.<java.util.Map: java.lang.Object put(java.lang.Object,java.lang.Object)>($r7, $r8);false
ConstraintError;org.minidns.dnssec.algorithms.JavaSecSignatureVerifier;void <init>(java.lang.String,java.lang.String);violating CrySL rule for java.security.KeyFactory (on Object #d6bb4b30cdbee7ff837ce1cc95136a9cd54ac9f5129c558d6320a140033e2fcc);First parameter (with value "ECGOST3410") should be any of {RSA, DiffieHellman, DH, DSA, EC};$r2 = staticinvoke <java.security.KeyFactory: java.security.KeyFactory getInstance(java.lang.String)>($r3);false
RequiredPredicateError;org.minidns.dnssec.algorithms.JavaSecSignatureVerifier;boolean verify(byte[],org.minidns.record.RRSIG,org.minidns.record.DNSKEY);violating CrySL rule for java.security.Signature ;First parameter was not properly generated as generated Pubkey;virtualinvoke $r6.<java.security.Signature: void initVerify(java.security.PublicKey)>($r4);false
