ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary
IncompleteOperationError;okhttp3.Cache$Entry;java.util.List readCertificateList(okio.BufferedSource);violating CrySL rule for java.security.cert.CertificateFactory (on Object #e01cec755a09d25cc03bb39fa3d71be0b964cef06eb0f92eb1e0f675e8a57a2a);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCertPath, generateCertificate, generateCRL;$r5 = staticinvoke <java.security.cert.CertificateFactory: java.security.cert.CertificateFactory getInstance(java.lang.String)>(varReplacer27815);false
TypestateError;okhttp3.Cache$Entry;java.util.List readCertificateList(okio.BufferedSource);violating CrySL rule for java.security.cert.CertificateFactory (on Object #e01cec755a09d25cc03bb39fa3d71be0b964cef06eb0f92eb1e0f675e8a57a2a);Unexpected call to method generateCertificate on object of type java.security.cert.CertificateFactory. Expect a call to one of the following methods generateCRL;$r9 = virtualinvoke $r5.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r8);false
IncompleteOperationError;okhttp3.Cache$Entry;java.util.List readCertificateList(okio.BufferedSource);violating CrySL rule for java.security.cert.CertificateFactory (on Object #e01cec755a09d25cc03bb39fa3d71be0b964cef06eb0f92eb1e0f675e8a57a2a);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCertPath, generateCRL, java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream);$r9 = virtualinvoke $r5.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r8);false
RequiredPredicateError;com.dropbox.core.http.SSLConfig;javax.net.ssl.SSLContext c(javax.net.ssl.TrustManager[]);violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r1.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer29076, $r0, varReplacer29076);true
ConstraintError;com.dropbox.core.http.SSLConfig;javax.net.ssl.SSLContext c(javax.net.ssl.TrustManager[]);violating CrySL rule for javax.net.ssl.SSLContext (on Object #801cd58af2ddc0652b2ff216d8a127fc2558ffbd66b89ef83c4d90b85f14a982);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r1 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer29073);true
RequiredPredicateError;com.dropbox.core.http.SSLConfig;javax.net.ssl.SSLContext c(javax.net.ssl.TrustManager[]);violating CrySL rule for javax.net.ssl.SSLContext ;Second parameter was not properly generated as generated Trust Managers;virtualinvoke $r1.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer29076, $r0, varReplacer29076);true
RequiredPredicateError;com.dropbox.core.http.SSLConfig;javax.net.ssl.SSLContext c(javax.net.ssl.TrustManager[]);violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r1.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer29076, $r0, varReplacer29076);true
ConstraintError;com.dropbox.core.http.SSLConfig;javax.net.ssl.X509TrustManager f(java.security.KeyStore);violating CrySL rule for javax.net.ssl.TrustManagerFactory (on Object #a2cafc9e2c544fdf723a458a6102ea2965250cdc64f330a7f6b4d70b9313fe75);First parameter (with value "X509") should be any of {PKIX, SunX509};$r2 = staticinvoke <javax.net.ssl.TrustManagerFactory: javax.net.ssl.TrustManagerFactory getInstance(java.lang.String)>(varReplacer29078);true
RequiredPredicateError;com.dropbox.core.http.SSLConfig;javax.net.ssl.X509TrustManager f(java.security.KeyStore);violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r2.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>($r1);true
HardCodedError;com.dropbox.core.http.SSLConfig;java.security.KeyStore k(java.lang.String);violating CrySL rule for java.security.KeyStore (on Object #ceb1a33759a1cb9909aa103063eb3bc38f1b265caad492befa84f913db4737a8);Second parameter should never be hardcoded.;virtualinvoke $r2.<java.security.KeyStore: void load(java.io.InputStream,char[])>(varReplacer29086, $r3);true
TypestateError;com.dropbox.core.http.SSLConfig;java.util.List g(java.security.cert.CertificateFactory,java.io.InputStream);violating CrySL rule for java.security.cert.CertificateFactory (on Object #f0f69645d7be2e1d785b20706f20ec506e3d4f24355fff8b22205907c09f1249);Unexpected call to method generateCertificate on object of type java.security.cert.CertificateFactory. Expect a call to one of the following methods generateCRL;$r7 = virtualinvoke $r3.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r2);true
IncompleteOperationError;com.dropbox.core.http.SSLConfig;java.util.List g(java.security.cert.CertificateFactory,java.io.InputStream);violating CrySL rule for java.security.cert.CertificateFactory (on Object #f0f69645d7be2e1d785b20706f20ec506e3d4f24355fff8b22205907c09f1249);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCertPath, generateCRL, java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream);$r7 = virtualinvoke $r3.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r2);true
IncompleteOperationError;com.dropbox.core.http.SSLConfig;void l(java.security.KeyStore,java.io.InputStream);violating CrySL rule for java.security.cert.CertificateFactory (on Object #f0f69645d7be2e1d785b20706f20ec506e3d4f24355fff8b22205907c09f1249);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCertPath, generateCertificate, generateCRL;$r3 = staticinvoke <com.dropbox.core.http.SSLConfig: java.util.List g(java.security.cert.CertificateFactory,java.io.InputStream)>($r2, $r1);true
RequiredPredicateError;okhttp3.OkHttpClient;javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;Second parameter was not properly generated as generated Trust Managers;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer12650, $r7, varReplacer12650);true
RequiredPredicateError;okhttp3.OkHttpClient;javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer12650, $r7, varReplacer12650);true
RequiredPredicateError;okhttp3.OkHttpClient;javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer12650, $r7, varReplacer12650);true
RequiredPredicateError;okhttp3.internal.Util;javax.net.ssl.X509TrustManager platformTrustManager();violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r1.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer12654);true
