ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary
IncompleteOperationError;com.trilead.ssh2.crypto.PEMDecoder;byte[] decryptData(byte[],byte[],byte[],int,java.lang.String);violating CrySL rule for javax.crypto.Cipher (on Object #a874d433a7395a88a4100ce62ecd1c63ac37341a9c4bf16bbaeaa0545698e47);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;specialinvoke $r26.<com.trilead.ssh2.crypto.cipher.AES$CTR: void <init>()>();true
RequiredPredicateError;com.trilead.ssh2.crypto.PEMDecoder;java.security.KeyPair generateKeyPair(java.lang.String,java.security.spec.KeySpec,java.security.spec.KeySpec);violating CrySL rule for java.security.KeyPair ;Second parameter was not properly generated as generated Privkey;specialinvoke $r6.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r4, $r5);true
RequiredPredicateError;com.trilead.ssh2.crypto.PEMDecoder;java.security.KeyPair generateKeyPair(java.lang.String,java.security.spec.KeySpec,java.security.spec.KeySpec);violating CrySL rule for java.security.KeyPair ;First parameter was not properly generated as generated Pubkey;specialinvoke $r6.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r4, $r5);true
RequiredPredicateError;com.trilead.ssh2.crypto.PEMDecoder;java.security.KeyPair generateKeyPair(java.lang.String,java.security.spec.KeySpec,java.security.spec.KeySpec);violating CrySL rule for java.security.KeyFactory ;First parameter was not properly generated as specced Key;$r5 = virtualinvoke $r3.<java.security.KeyFactory: java.security.PrivateKey generatePrivate(java.security.spec.KeySpec)>($r1);true
IncompleteOperationError;com.trilead.ssh2.transport.KexManager;void finishKex();violating CrySL rule for javax.crypto.Mac (on Object #575d492dfda765ca230333c03d2435a903cd07c62fefed85e22c03740e251989);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r23.<com.trilead.ssh2.crypto.digest.HMAC: void <init>(java.lang.String,byte[])>($r5, $r2);true
IncompleteOperationError;com.trilead.ssh2.transport.KexManager;void finishKex();violating CrySL rule for javax.crypto.Mac (on Object #b32034465bd029d1f4241dec1ed945e8ee706c7febf2cdffa443f656bf0fc19d);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r23.<com.trilead.ssh2.crypto.digest.HMAC: void <init>(java.lang.String,byte[])>($r5, $r2);true
IncompleteOperationError;com.trilead.ssh2.transport.KexManager;void finishKex();violating CrySL rule for javax.crypto.Mac (on Object #6b1a116b43f797e9960eee76ec145baa20e027929f9988e555c6efaba8ac0764);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r23.<com.trilead.ssh2.crypto.digest.HMAC: void <init>(java.lang.String,byte[])>($r5, $r2);true
IncompleteOperationError;com.trilead.ssh2.transport.KexManager;void finishKex();violating CrySL rule for javax.crypto.Mac (on Object #8a49102c8d225224643029a38c313fc74e6c3e77512fd5a9221f2519c63386a2);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r23.<com.trilead.ssh2.crypto.digest.HMAC: void <init>(java.lang.String,byte[])>($r5, $r2);true
IncompleteOperationError;com.trilead.ssh2.transport.KexManager;void finishKex();violating CrySL rule for javax.crypto.Mac (on Object #9a1f99922d17890a3cbc8a280263e7ae5666a09ce83dacec6802d295423ff5d7);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r23.<com.trilead.ssh2.crypto.digest.HMAC: void <init>(java.lang.String,byte[])>($r5, $r2);true
IncompleteOperationError;com.trilead.ssh2.transport.KexManager;void finishKex();violating CrySL rule for javax.crypto.Mac (on Object #886f1ca50d03ca0b9649e5563df32659dfc200b0bb33c5cc808ff96fd7520b06);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r23.<com.trilead.ssh2.crypto.digest.HMAC: void <init>(java.lang.String,byte[])>($r5, $r2);true
IncompleteOperationError;com.trilead.ssh2.transport.KexManager;void finishKex();violating CrySL rule for javax.crypto.Mac (on Object #2bcb73addd7eafe8278ef1ac1208a696b06aeecdb91f3d8dff3c81e43615c327);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r23.<com.trilead.ssh2.crypto.digest.HMAC: void <init>(java.lang.String,byte[])>($r5, $r2);true
IncompleteOperationError;com.trilead.ssh2.transport.KexManager;void handleMessage(byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #575d492dfda765ca230333c03d2435a903cd07c62fefed85e22c03740e251989);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r49.<com.trilead.ssh2.crypto.digest.HMAC: void <init>(java.lang.String,byte[])>($r7, $r1);true
IncompleteOperationError;com.trilead.ssh2.transport.KexManager;void handleMessage(byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #b32034465bd029d1f4241dec1ed945e8ee706c7febf2cdffa443f656bf0fc19d);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r49.<com.trilead.ssh2.crypto.digest.HMAC: void <init>(java.lang.String,byte[])>($r7, $r1);true
IncompleteOperationError;com.trilead.ssh2.transport.KexManager;void handleMessage(byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #6b1a116b43f797e9960eee76ec145baa20e027929f9988e555c6efaba8ac0764);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r49.<com.trilead.ssh2.crypto.digest.HMAC: void <init>(java.lang.String,byte[])>($r7, $r1);true
IncompleteOperationError;com.trilead.ssh2.transport.KexManager;void handleMessage(byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #8a49102c8d225224643029a38c313fc74e6c3e77512fd5a9221f2519c63386a2);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r49.<com.trilead.ssh2.crypto.digest.HMAC: void <init>(java.lang.String,byte[])>($r7, $r1);true
IncompleteOperationError;com.trilead.ssh2.transport.KexManager;void handleMessage(byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #9a1f99922d17890a3cbc8a280263e7ae5666a09ce83dacec6802d295423ff5d7);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r49.<com.trilead.ssh2.crypto.digest.HMAC: void <init>(java.lang.String,byte[])>($r7, $r1);true
IncompleteOperationError;com.trilead.ssh2.transport.KexManager;void handleMessage(byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #886f1ca50d03ca0b9649e5563df32659dfc200b0bb33c5cc808ff96fd7520b06);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r49.<com.trilead.ssh2.crypto.digest.HMAC: void <init>(java.lang.String,byte[])>($r7, $r1);true
IncompleteOperationError;com.trilead.ssh2.transport.KexManager;void handleMessage(byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #2bcb73addd7eafe8278ef1ac1208a696b06aeecdb91f3d8dff3c81e43615c327);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r49.<com.trilead.ssh2.crypto.digest.HMAC: void <init>(java.lang.String,byte[])>($r7, $r1);true
ConstraintError;com.trilead.ssh2.crypto.digest.HMAC;void <init>(java.lang.String,byte[]);violating CrySL rule for javax.crypto.Mac (on Object #b32034465bd029d1f4241dec1ed945e8ee706c7febf2cdffa443f656bf0fc19d);First parameter (with value "HmacSHA1") should be any of {HmacSHA256, HmacSHA384, HmacSHA512, HmacPBESHA1, PBEWithHmacSHA1, PBEWithHmacSHA224, PBEWithHmacSHA256, PBEWithHmacSHA384, PBEWithHmacSHA512};$r4 = staticinvoke <javax.crypto.Mac: javax.crypto.Mac getInstance(java.lang.String)>(varReplacer9873);true
ConstraintError;com.trilead.ssh2.crypto.digest.HMAC;void <init>(java.lang.String,byte[]);violating CrySL rule for javax.crypto.Mac (on Object #6b1a116b43f797e9960eee76ec145baa20e027929f9988e555c6efaba8ac0764);First parameter (with value "HmacMD5") should be any of {HmacSHA256, HmacSHA384, HmacSHA512, HmacPBESHA1, PBEWithHmacSHA1, PBEWithHmacSHA224, PBEWithHmacSHA256, PBEWithHmacSHA384, PBEWithHmacSHA512};$r4 = staticinvoke <javax.crypto.Mac: javax.crypto.Mac getInstance(java.lang.String)>(varReplacer9863);true
RequiredPredicateError;com.trilead.ssh2.crypto.digest.HMAC;void <init>(java.lang.String,byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r8.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, $r1);true
ConstraintError;com.trilead.ssh2.signature.RSASHA1Verify;byte[] generateSignature(byte[],java.security.PrivateKey,java.security.SecureRandom);violating CrySL rule for java.security.Signature (on Object #fcf472fd56c546ebc250cadfecdd991d898de56ec16f04a35858068a8c3766aa);First parameter (with value "SHA1withRSA") should be any of {SHA256withRSA, SHA256withECDSA, SHA256withDSA, SHA384withRSA, SHA512withRSA, SHA384withECDSA, SHA512withECDSA};$r4 = staticinvoke <java.security.Signature: java.security.Signature getInstance(java.lang.String)>(varReplacer11238);true
RequiredPredicateError;com.trilead.ssh2.signature.RSASHA1Verify;byte[] generateSignature(byte[],java.security.PrivateKey,java.security.SecureRandom);violating CrySL rule for java.security.Signature ;First parameter was not properly generated as generated Privkey;virtualinvoke $r4.<java.security.Signature: void initSign(java.security.PrivateKey,java.security.SecureRandom)>($r3, $r1);true
ConstraintError;com.trilead.ssh2.signature.RSASHA1Verify;boolean verifySignature(byte[],byte[],java.security.PublicKey);violating CrySL rule for java.security.Signature (on Object #ba04fdfad9f41b7772b20fdd09c3067fcd87d906ba00dd65b52021dae7fda58a);First parameter (with value "SHA1withRSA") should be any of {SHA256withRSA, SHA256withECDSA, SHA256withDSA, SHA384withRSA, SHA512withRSA, SHA384withECDSA, SHA512withECDSA};$r7 = staticinvoke <java.security.Signature: java.security.Signature getInstance(java.lang.String)>(varReplacer14017);true
RequiredPredicateError;com.trilead.ssh2.signature.RSASHA1Verify;boolean verifySignature(byte[],byte[],java.security.PublicKey);violating CrySL rule for java.security.Signature ;First parameter was not properly generated as generated Pubkey;virtualinvoke $r7.<java.security.Signature: void initVerify(java.security.PublicKey)>($r1);true
RequiredPredicateError;com.trilead.ssh2.signature.RSASHA1Verify;java.security.PublicKey decodePublicKey(byte[]);violating CrySL rule for java.security.KeyFactory ;First parameter was not properly generated as specced Key;$r8 = virtualinvoke $r7.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r6);true
ConstraintError;com.trilead.ssh2.crypto.cipher.AES$CBC;void <init>();violating CrySL rule for javax.crypto.Cipher (on Object #caddd287460ad4aa4c71d608084ef4d6c686608a011add9668e95363f6eb4d34);First parameter (with value "AES/CBC/NoPadding") should be any of AES/CBC/{PKCS5Padding, ISO10126Padding};$r2 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer11576);true
ConstraintError;com.trilead.ssh2.signature.DSASHA1Verify;boolean verifySignature(byte[],byte[],java.security.PublicKey);violating CrySL rule for java.security.Signature (on Object #fff5c7b6a25c6ffa53711295542390f3f2b67edee21f9a110f144231dbec2c4b);First parameter (with value "SHA1withDSA") should be any of {SHA256withRSA, SHA256withECDSA, SHA256withDSA, SHA384withRSA, SHA512withRSA, SHA384withECDSA, SHA512withECDSA};$r7 = staticinvoke <java.security.Signature: java.security.Signature getInstance(java.lang.String)>(varReplacer14033);true
RequiredPredicateError;com.trilead.ssh2.signature.DSASHA1Verify;boolean verifySignature(byte[],byte[],java.security.PublicKey);violating CrySL rule for java.security.Signature ;First parameter was not properly generated as generated Pubkey;virtualinvoke $r7.<java.security.Signature: void initVerify(java.security.PublicKey)>($r3);true
RequiredPredicateError;com.trilead.ssh2.signature.DSASHA1Verify;java.security.PublicKey decodePublicKey(byte[]);violating CrySL rule for java.security.KeyFactory ;First parameter was not properly generated as specced Key;$r10 = virtualinvoke $r9.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r1);true
IncompleteOperationError;com.trilead.ssh2.crypto.dh.GenericDhExchange;byte[] calculateH(byte[],byte[],byte[],byte[],byte[]);violating CrySL rule for java.security.MessageDigest (on Object #55849ec0527423667a7d19fbe5e21f58def3496fed229ce0438cfef4434a7b0d);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;specialinvoke $r5.<com.trilead.ssh2.crypto.digest.HashForSSH2Types: void <init>(java.lang.String)>($r7);true
RequiredPredicateError;com.trilead.ssh2.KnownHosts;boolean hostnameMatches(java.lang.String[],java.lang.String);violating CrySL rule for javax.crypto.Mac ;First parameter was not properly generated as generated Key;virtualinvoke $r12.<javax.crypto.Mac: void init(java.security.Key)>($r13);true
ConstraintError;com.trilead.ssh2.KnownHosts;boolean hostnameMatches(java.lang.String[],java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #a844f3357316ccc45b7b0b75089884a69cf59627920ce1c6a5c878d528581bd0);First parameter (with value "SHA1") should be any of {SHA-256, SHA-384, SHA-512};$r11 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer16251);true
RequiredPredicateError;com.trilead.ssh2.KnownHosts;boolean hostnameMatches(java.lang.String[],java.lang.String);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r13.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r9, varReplacer16250);true
IncompleteOperationError;com.trilead.ssh2.KnownHosts;boolean hostnameMatches(java.lang.String[],java.lang.String);violating CrySL rule for javax.crypto.Mac (on Object #7e22e8a09c575b6ec1d0d8968b7ebd8a45b73c5a520da0c749a7120d9159eae9);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$i3 = virtualinvoke $r12.<javax.crypto.Mac: int getMacLength()>();true
ConstraintError;com.trilead.ssh2.KnownHosts;boolean hostnameMatches(java.lang.String[],java.lang.String);violating CrySL rule for javax.crypto.Mac (on Object #7e22e8a09c575b6ec1d0d8968b7ebd8a45b73c5a520da0c749a7120d9159eae9);First parameter (with value "HmacSHA1") should be any of {HmacSHA256, HmacSHA384, HmacSHA512, HmacPBESHA1, PBEWithHmacSHA1, PBEWithHmacSHA224, PBEWithHmacSHA256, PBEWithHmacSHA384, PBEWithHmacSHA512};$r12 = staticinvoke <javax.crypto.Mac: javax.crypto.Mac getInstance(java.lang.String)>(varReplacer16254);true
IncompleteOperationError;com.trilead.ssh2.KnownHosts;boolean hostnameMatches(java.lang.String[],java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #a844f3357316ccc45b7b0b75089884a69cf59627920ce1c6a5c878d528581bd0);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$i3 = virtualinvoke $r11.<java.security.MessageDigest: int getDigestLength()>();true
ConstraintError;com.trilead.ssh2.KnownHosts;boolean hostnameMatches(java.lang.String[],java.lang.String);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #a0eac583cc8966d81ba3305ac3a5873af65e627f950d3e9f54dbeca694235ecf);Second parameter (with value "HmacSHA1") should be any of {AES, HmacSHA256, HmacSHA384, HmacSHA512};specialinvoke $r13.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r9, varReplacer16250);true
RequiredPredicateError;com.trilead.ssh2.KnownHosts;void <init>(java.io.File);violating CrySL rule for java.security.KeyFactory ;First parameter was not properly generated as specced Key;$r20 = virtualinvoke $r19.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r2);true
RequiredPredicateError;com.trilead.ssh2.crypto.cipher.AES;void init(boolean,byte[],byte[]);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r5.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r3);true
RequiredPredicateError;com.trilead.ssh2.crypto.cipher.AES;void init(boolean,byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r1.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer10121);true
RequiredPredicateError;com.trilead.ssh2.crypto.dh.EcDhExchange;void init(java.lang.String);violating CrySL rule for java.security.KeyPairGenerator ;First parameter was not properly generated as prepared E C;virtualinvoke $r7.<java.security.KeyPairGenerator: void initialize(java.security.spec.AlgorithmParameterSpec)>($r4);true
RequiredPredicateError;com.trilead.ssh2.crypto.dh.EcDhExchange;void setF(byte[]);violating CrySL rule for javax.crypto.KeyAgreement ;First parameter was not properly generated as generated Pubkey;virtualinvoke $r9.<javax.crypto.KeyAgreement: java.security.Key doPhase(java.security.Key,boolean)>($r3, varReplacer9840);true
RequiredPredicateError;com.trilead.ssh2.crypto.dh.EcDhExchange;void setF(byte[]);violating CrySL rule for java.security.KeyFactory ;First parameter was not properly generated as specced Key;$r8 = virtualinvoke $r4.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r1);true
RequiredPredicateError;com.trilead.ssh2.crypto.dh.EcDhExchange;void setF(byte[]);violating CrySL rule for javax.crypto.KeyAgreement ;First parameter was not properly generated as generated Privkey;virtualinvoke $r9.<javax.crypto.KeyAgreement: void init(java.security.Key)>($r10);true
RequiredPredicateError;com.trilead.ssh2.signature.ECDSASHA2Verify;boolean verifySignature(byte[],byte[],java.security.PublicKey);violating CrySL rule for java.security.Signature ;First parameter was not properly generated as generated Pubkey;virtualinvoke $r10.<java.security.Signature: void initVerify(java.security.PublicKey)>($r3);true
RequiredPredicateError;com.trilead.ssh2.signature.ECDSASHA2Verify;byte[] generateSignature(byte[],java.security.PrivateKey,java.security.SecureRandom);violating CrySL rule for java.security.Signature ;First parameter was not properly generated as generated Privkey;virtualinvoke $r5.<java.security.Signature: void initSign(java.security.PrivateKey,java.security.SecureRandom)>($r3, $r1);true
RequiredPredicateError;com.trilead.ssh2.signature.ECDSASHA2Verify;java.security.PublicKey decodePublicKey(byte[]);violating CrySL rule for java.security.KeyFactory ;First parameter was not properly generated as specced Key;$r10 = virtualinvoke $r9.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r8);true
RequiredPredicateError;com.trilead.ssh2.signature.RSASHA256Verify;byte[] generateSignature(byte[],java.security.PrivateKey,java.security.SecureRandom);violating CrySL rule for java.security.Signature ;First parameter was not properly generated as generated Privkey;virtualinvoke $r4.<java.security.Signature: void initSign(java.security.PrivateKey,java.security.SecureRandom)>($r3, $r1);true
RequiredPredicateError;com.trilead.ssh2.signature.RSASHA256Verify;boolean verifySignature(byte[],byte[],java.security.PublicKey);violating CrySL rule for java.security.Signature ;First parameter was not properly generated as generated Pubkey;virtualinvoke $r7.<java.security.Signature: void initVerify(java.security.PublicKey)>($r1);true
RequiredPredicateError;com.trilead.ssh2.signature.RSASHA512Verify;boolean verifySignature(byte[],byte[],java.security.PublicKey);violating CrySL rule for java.security.Signature ;First parameter was not properly generated as generated Pubkey;virtualinvoke $r7.<java.security.Signature: void initVerify(java.security.PublicKey)>($r1);true
RequiredPredicateError;com.trilead.ssh2.signature.RSASHA512Verify;byte[] generateSignature(byte[],java.security.PrivateKey,java.security.SecureRandom);violating CrySL rule for java.security.Signature ;First parameter was not properly generated as generated Privkey;virtualinvoke $r4.<java.security.Signature: void initSign(java.security.PrivateKey,java.security.SecureRandom)>($r3, $r1);true
RequiredPredicateError;com.trilead.ssh2.crypto.dh.DhExchange;void setF(byte[]);violating CrySL rule for java.security.KeyFactory ;First parameter was not properly generated as specced Key;$r9 = virtualinvoke $r5.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r1);true
RequiredPredicateError;com.trilead.ssh2.crypto.dh.DhExchange;void setF(byte[]);violating CrySL rule for javax.crypto.KeyAgreement ;First parameter was not properly generated as generated Pubkey;virtualinvoke $r10.<javax.crypto.KeyAgreement: java.security.Key doPhase(java.security.Key,boolean)>($r4, varReplacer9848);true
RequiredPredicateError;com.trilead.ssh2.crypto.dh.DhExchange;void setF(byte[]);violating CrySL rule for javax.crypto.KeyAgreement ;First parameter was not properly generated as generated Privkey;virtualinvoke $r10.<javax.crypto.KeyAgreement: void init(java.security.Key)>($r11);true
RequiredPredicateError;com.gaurav.avnc.viewmodel.HostKeyVerifier;boolean verifyServerHostKey(java.lang.String,int,java.lang.String,byte[]);violating CrySL rule for java.security.KeyFactory ;First parameter was not properly generated as specced Key;$r15 = virtualinvoke $r13.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r14);true
