ErrorType;Class;Method;ViolatedRule;Object;Statement
TypestateError;org.h2.security.CipherFactory;java.security.KeyStore getKeyStore(java.lang.String);violating CrySL rule for java.security.KeyStore (on Object #ce0707c76be59a3c4770b9e9643f9d4a7c415a8d662b2e9c306dd6956abd931);Unexpected call to method load on object of type java.security.KeyStore. Expect a call to one of the following methods getKey,getEntry,setEntry;virtualinvoke $r3.<java.security.KeyStore: void load(java.io.InputStream,char[])>(varReplacer40997, $r4)
HardCodedError;org.h2.security.CipherFactory;java.security.KeyStore getKeyStore(java.lang.String);violating CrySL rule for java.security.KeyStore (on Object #ce0707c76be59a3c4770b9e9643f9d4a7c415a8d662b2e9c306dd6956abd931);Second parameter should never be hardcoded.;virtualinvoke $r3.<java.security.KeyStore: void load(java.io.InputStream,char[])>(varReplacer40997, $r4)
RequiredPredicateError;org.h2.security.CipherFactory;java.security.KeyStore getKeyStore(java.lang.String);violating CrySL rule for java.security.KeyFactory ;First parameter was not properly generated as specced Key;$r8 = virtualinvoke $r5.<java.security.KeyFactory: java.security.PrivateKey generatePrivate(java.security.spec.KeySpec)>($r6)
IncompleteOperationError;org.h2.security.CipherFactory;java.security.KeyStore getKeyStore(java.lang.String);violating CrySL rule for java.security.cert.CertificateFactory (on Object #fdee98d63ae0f95dd8c9511e22246e9a026e82bf39146deecfb744efdc9c94ac);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCRL;$r11 = virtualinvoke $r10.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r0)
IncompleteOperationError;org.briarproject.briar.android.AndroidKeyStrengthener;boolean isInitialised();violating CrySL rule for java.security.KeyStore (on Object #18e91b230a3dec7d5ca83cb2f3ffc62f6abc3a965ce21f1ccdc3dd40f8263d7b);Operation on object of type java.security.KeyStore object not completed. Expected call to getKey;$r3 = virtualinvoke $r2.<java.security.KeyStore: java.security.KeyStore$Entry getEntry(java.lang.String,java.security.KeyStore$ProtectionParameter)>(varReplacer42927, varReplacer42928)
ConstraintError;org.briarproject.briar.android.AndroidKeyStrengthener;boolean isInitialised();violating CrySL rule for java.security.KeyStore (on Object #18e91b230a3dec7d5ca83cb2f3ffc62f6abc3a965ce21f1ccdc3dd40f8263d7b);First parameter (with value "AndroidKeyStore") should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12};$r2 = staticinvoke <java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String)>(varReplacer42925)
ConstraintError;okio.ByteString;okio.ByteString digest(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #b336d574501b28a5bd90db22472c23a68acb0c1b99c4f14746fdc2a23c69a24e);First parameter (with value "SHA-1") should be any of {SHA-256, SHA-384, SHA-512};$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1)
RequiredPredicateError;okhttp3.OkHttpClient;javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;Second parameter was not properly generated as generated Trust Managers;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer30147, $r7, varReplacer30147)
RequiredPredicateError;okhttp3.OkHttpClient;javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer30147, $r7, varReplacer30147)
RequiredPredicateError;okhttp3.OkHttpClient;javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager);violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer30147, $r7, varReplacer30147)
RequiredPredicateError;okhttp3.internal.Util;javax.net.ssl.X509TrustManager platformTrustManager();violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r1.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer30150)
RequiredPredicateError;org.h2.util.MathUtils;java.security.SecureRandom getSecureRandom();violating CrySL rule for java.security.SecureRandom ;First parameter was not properly generated as randomized;virtualinvoke $r0.<java.security.SecureRandom: void setSeed(byte[])>($r8)
RequiredPredicateError;net.i2p.crypto.eddsa.KeyPairGenerator;java.security.KeyPair generateKeyPair();violating CrySL rule for java.security.KeyPair ;First parameter was not properly generated as generated Pubkey;specialinvoke $r9.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r10, $r11)
RequiredPredicateError;net.i2p.crypto.eddsa.KeyPairGenerator;java.security.KeyPair generateKeyPair();violating CrySL rule for java.security.KeyPair ;Second parameter was not properly generated as generated Privkey;specialinvoke $r9.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r10, $r11)
