ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary;PossibleExternal
RequiredPredicateError;com.tozny.crypto.android.AesCbcWithIntegrity;com.tozny.crypto.android.AesCbcWithIntegrity$SecretKeys generateKeyFromPassword(java.lang.String,byte[],int);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r8.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r6, varReplacer54069);false;false
RequiredPredicateError;com.tozny.crypto.android.AesCbcWithIntegrity;com.tozny.crypto.android.AesCbcWithIntegrity$SecretKeys generateKeyFromPassword(java.lang.String,byte[],int);violating CrySL rule for javax.crypto.SecretKeyFactory ;First parameter was not properly generated as specced Key;$r5 = virtualinvoke $r4.<javax.crypto.SecretKeyFactory: javax.crypto.SecretKey generateSecret(java.security.spec.KeySpec)>($r2);false;false
IncompleteOperationError;com.tozny.crypto.android.AesCbcWithIntegrity;com.tozny.crypto.android.AesCbcWithIntegrity$SecretKeys generateKeyFromPassword(java.lang.String,byte[],int);violating CrySL rule for javax.crypto.spec.PBEKeySpec (on Object #1940941062bb6dde58e9c99a7966d8748b9791b61a697e98178a3c2b1ee62b0e);Operation on object of type javax.crypto.spec.PBEKeySpec object not completed. Expected call to clearPassword;$r5 = virtualinvoke $r4.<javax.crypto.SecretKeyFactory: javax.crypto.SecretKey generateSecret(java.security.spec.KeySpec)>($r2);false;false
NeverTypeOfError;com.tozny.crypto.android.AesCbcWithIntegrity;com.tozny.crypto.android.AesCbcWithIntegrity$SecretKeys generateKeyFromPassword(java.lang.String,byte[],int);violating CrySL rule for javax.crypto.spec.PBEKeySpec (on Object #1940941062bb6dde58e9c99a7966d8748b9791b61a697e98178a3c2b1ee62b0e);First parameter should never be of type java.lang.String.;specialinvoke $r2.<javax.crypto.spec.PBEKeySpec: void <init>(char[],byte[],int,int)>($r3, $r1, $i0, varReplacer54065);false;false
HardCodedError;com.tozny.crypto.android.AesCbcWithIntegrity;com.tozny.crypto.android.AesCbcWithIntegrity$SecretKeys generateKeyFromPassword(java.lang.String,byte[],int);violating CrySL rule for javax.crypto.spec.PBEKeySpec (on Object #1940941062bb6dde58e9c99a7966d8748b9791b61a697e98178a3c2b1ee62b0e);First parameter should never be hardcoded.;specialinvoke $r2.<javax.crypto.spec.PBEKeySpec: void <init>(char[],byte[],int,int)>($r3, $r1, $i0, varReplacer54065);false;false
RequiredPredicateError;com.tozny.crypto.android.AesCbcWithIntegrity;com.tozny.crypto.android.AesCbcWithIntegrity$SecretKeys generateKeyFromPassword(java.lang.String,byte[],int);violating CrySL rule for javax.crypto.spec.PBEKeySpec ;Second parameter was not properly generated as randomized;specialinvoke $r2.<javax.crypto.spec.PBEKeySpec: void <init>(char[],byte[],int,int)>($r3, $r1, $i0, varReplacer54065);false;false
RequiredPredicateError;com.tozny.crypto.android.AesCbcWithIntegrity;byte[] generateMac(byte[],javax.crypto.SecretKey);violating CrySL rule for javax.crypto.Mac ;First parameter was not properly generated as generated Key;virtualinvoke $r2.<javax.crypto.Mac: void init(java.security.Key)>($r0);false;false
RequiredPredicateError;com.tozny.crypto.android.AesCbcWithIntegrity;com.tozny.crypto.android.AesCbcWithIntegrity$SecretKeys generateKey();violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r0.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r3, varReplacer54082);false;false
RequiredPredicateError;com.tozny.crypto.android.AesCbcWithIntegrity;com.tozny.crypto.android.AesCbcWithIntegrity$SecretKeys keys(java.lang.String);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r5.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],int,int,java.lang.String)>($r2, varReplacer54076, $i0, varReplacer54077);false;false
RequiredPredicateError;com.tozny.crypto.android.AesCbcWithIntegrity;com.tozny.crypto.android.AesCbcWithIntegrity$SecretKeys keys(java.lang.String);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r6.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r3, varReplacer54073);false;false
TypestateError;com.datatheorem.android.trustkit.pinning.DebugOverridesTrustManager;javax.net.ssl.X509TrustManager getInstance(java.util.Set);violating CrySL rule for javax.net.ssl.TrustManagerFactory (on Object #a0874e9313345859fa5f023c5d6ba30c153c89115aa13973a24c43cc2518ea30);Unexpected call to method getTrustManagers on object of type javax.net.ssl.TrustManagerFactory.;$r13 = virtualinvoke $r12.<javax.net.ssl.TrustManagerFactory: javax.net.ssl.TrustManager[] getTrustManagers()>();false;false
ConstraintError;com.datatheorem.android.trustkit.pinning.DebugOverridesTrustManager;javax.net.ssl.X509TrustManager getInstance(java.util.Set);violating CrySL rule for java.security.KeyStore (on Object #23fddb637b019704eb171980e3e0424ae6a52c7d1f7fa02ebe4f6538bef4c642);First parameter (with value "AndroidCAStore") should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12};$r1 = staticinvoke <java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String)>(varReplacer21561);false;false
ConstraintError;androidx.security.crypto.MasterKeys;boolean keyExists(java.lang.String);violating CrySL rule for java.security.KeyStore (on Object #e20c40d9e012188228b53d08d90e689f1e8436e9e3307eb63f7ae5d271c944bb);First parameter (with value "AndroidKeyStore") should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12};$r1 = staticinvoke <java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String)>(varReplacer32976);false;false
IncompleteOperationError;de.blinkt.openvpn.core.LogItem;java.lang.String getMobileInfoString(android.content.Context);violating CrySL rule for java.security.cert.CertificateFactory (on Object #bcd42abf74240976646eaf8fa9aad62357f26fdf66a204b8c03946955c65ff45);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCRL;$r14 = virtualinvoke $r11.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r12);false;false
ConstraintError;de.blinkt.openvpn.core.LogItem;java.lang.String getMobileInfoString(android.content.Context);violating CrySL rule for java.security.MessageDigest (on Object #2943f2d3883f5aba52c5c625410ded12a60ac991651e310d799f869cd37390de);First parameter (with value "SHA-1") should be any of {SHA-256, SHA-384, SHA-512};$r16 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer38304);false;false
TypestateError;me.proton.core.crypto.android.keystore.AndroidKeyStoreCrypto;me.proton.core.crypto.common.keystore.EncryptedByteArray encrypt(me.proton.core.crypto.common.keystore.PlainByteArray,java.security.Key);violating CrySL rule for javax.crypto.Cipher (on Object #ff93414aa3c1f2c7877fc94050293e7a7e4dd3ae24ff925bb9817c7d67adec20);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r5 = virtualinvoke $r4.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r5);false;false
RequiredPredicateError;me.proton.core.crypto.android.keystore.AndroidKeyStoreCrypto;me.proton.core.crypto.common.keystore.PlainByteArray decrypt(me.proton.core.crypto.common.keystore.EncryptedByteArray,java.security.Key);violating CrySL rule for javax.crypto.Cipher ;Third parameter was not properly generated as prepared O A E P;virtualinvoke $r4.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer54550, $r2, $r9);false;false
RequiredPredicateError;me.proton.core.crypto.android.keystore.AndroidKeyStoreCrypto;me.proton.core.crypto.common.keystore.PlainByteArray decrypt(me.proton.core.crypto.common.keystore.EncryptedByteArray,java.security.Key);violating CrySL rule for javax.crypto.Cipher ;Third parameter was not properly generated as prepared G C M;virtualinvoke $r4.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer54550, $r2, $r9);false;false
TypestateError;me.proton.core.crypto.android.keystore.AndroidKeyStoreCrypto;me.proton.core.crypto.common.keystore.PlainByteArray decrypt(me.proton.core.crypto.common.keystore.EncryptedByteArray,java.security.Key);violating CrySL rule for javax.crypto.Cipher (on Object #6b6affc7efdc31296ed9159188aab0a226005f5aa92e3cf14b6dfc856b6e632b);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r5 = virtualinvoke $r4.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r6);false;false
RequiredPredicateError;me.proton.core.crypto.android.keystore.AndroidKeyStoreCrypto;me.proton.core.crypto.common.keystore.PlainByteArray decrypt(me.proton.core.crypto.common.keystore.EncryptedByteArray,java.security.Key);violating CrySL rule for javax.crypto.spec.GCMParameterSpec ;Second parameter was not properly generated as randomized;specialinvoke $r8.<javax.crypto.spec.GCMParameterSpec: void <init>(int,byte[])>($i0, $r5);false;false
TypestateError;de.blinkt.openvpn.core.X509Utils;java.security.cert.Certificate[] getCertificatesFromFile(java.lang.String);violating CrySL rule for java.security.cert.CertificateFactory (on Object #be1f35d1fd8a94cd2af9aa0b50d38942ab5322a678e8adb99ecf94faebf5f493);Unexpected call to method generateCertificate on object of type java.security.cert.CertificateFactory. Expect a call to one of the following methods generateCRL;$r6 = virtualinvoke $r1.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r3);false;false
IncompleteOperationError;de.blinkt.openvpn.core.X509Utils;java.security.cert.Certificate[] getCertificatesFromFile(java.lang.String);violating CrySL rule for java.security.cert.CertificateFactory (on Object #be1f35d1fd8a94cd2af9aa0b50d38942ab5322a678e8adb99ecf94faebf5f493);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCRL;$r6 = virtualinvoke $r1.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r3);false;false
IncompleteOperationError;de.blinkt.openvpn.core.X509Utils;java.security.cert.Certificate[] getCertificatesFromFile(java.lang.String);violating CrySL rule for java.security.cert.CertificateFactory (on Object #be1f35d1fd8a94cd2af9aa0b50d38942ab5322a678e8adb99ecf94faebf5f493);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCRL;$r6 = virtualinvoke $r1.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r9);false;false
IncompleteOperationError;com.protonvpn.android.vpn.ikev2.StrongswanCertificateManager;java.security.cert.X509Certificate parseCertificate(android.content.Context);violating CrySL rule for java.security.cert.CertificateFactory (on Object #49a523fb4a99e7b6d7eb3a323779c6ecadd2f89a5a3640d026cdbdd2d8b36c3a);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCRL;$r5 = virtualinvoke $r2.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r4);false;false
ConstraintError;com.protonvpn.android.vpn.ikev2.StrongswanCertificateManager;boolean storeCertificate(java.security.cert.X509Certificate);violating CrySL rule for java.security.KeyStore (on Object #97f031b2cf8c7f42a31daf351bbaab20b20a44e061389a4cee38668500da6d22);First parameter (with value "LocalCertificateStore") should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12};$r2 = staticinvoke <java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String)>(varReplacer54057);false;false
RequiredPredicateError;com.google.crypto.tink.subtle.prf.HkdfStreamingPrf$HkdfInputStream;void initialize();violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r8.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r7, $r4);false;false
ConstraintError;com.google.crypto.tink.subtle.prf.HkdfStreamingPrf$HkdfInputStream;void initialize();violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #41d7009d55f7207282427ed5771f45fcbb422a5ec753a98dee3c5dcb3b78f05c);Second parameter (with value "HmacSha1") should be any of {AES, HmacSHA256, HmacSHA384, HmacSHA512};specialinvoke $r8.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r7, $r4);false;false
TypestateError;com.google.crypto.tink.subtle.prf.HkdfStreamingPrf$HkdfInputStream;void initialize();violating CrySL rule for javax.crypto.Mac (on Object #6d763f9467be3d0d73fb479325f103273511edf0e140c0da470a5ccd80fd30b2);Unexpected call to method doFinal on object of type javax.crypto.Mac. Expect a call to one of the following methods init;$r7 = virtualinvoke $r6.<javax.crypto.Mac: byte[] doFinal()>();false;false
TypestateError;com.google.crypto.tink.subtle.prf.HkdfStreamingPrf$HkdfInputStream;void initialize();violating CrySL rule for javax.crypto.Mac (on Object #e0ddadc13f7bb0fe2b209042e6fb1e08b684a4132db178ec9b403eb5eee11587);Unexpected call to method doFinal on object of type javax.crypto.Mac. Expect a call to one of the following methods init;$r7 = virtualinvoke $r6.<javax.crypto.Mac: byte[] doFinal()>();false;false
ConstraintError;com.google.crypto.tink.subtle.prf.HkdfStreamingPrf$HkdfInputStream;void updateBuffer();violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #e26f41d0c1d6f386c85dfc6daf941522983ef95ea9473fd3ec88f4aa8bd63b5c);Second parameter (with value "HmacSha1") should be any of {AES, HmacSHA256, HmacSHA384, HmacSHA512};specialinvoke $r3.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, $r6);false;false
RequiredPredicateError;com.google.crypto.tink.subtle.prf.HkdfStreamingPrf$HkdfInputStream;void updateBuffer();violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r3.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, $r6);false;false
IncompleteOperationError;de.blinkt.openvpn.core.ExtAuthHelper;java.util.Collection toCertificates(byte[]);violating CrySL rule for java.security.cert.CertificateFactory (on Object #c59e2e6e9e4f38d48c0187c0b0978c7ae735265fc7574169a3f92b9a5dd57491);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCertificate, generateCertPath;$r7 = virtualinvoke $r6.<java.security.cert.CertificateFactory: java.util.Collection generateCertificates(java.io.InputStream)>($r1);false;false
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TSignature;java.security.Signature getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.Signature (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f);First parameter (with value "RSA") should be any of {SHA256withRSA, SHA256withECDSA, SHA256withDSA, SHA384withRSA, SHA512withRSA, SHA384withECDSA, SHA512withECDSA};$r3 = staticinvoke <java.security.Signature: java.security.Signature getInstance(java.lang.String)>($r2);false;false
ConstraintError;com.google.crypto.tink.subtle.EngineWrapper$TSignature;java.security.Signature getInstance(java.lang.String,java.security.Provider);violating CrySL rule for java.security.Signature (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda);First parameter (with value "RSA") should be any of {SHA256withRSA, SHA256withECDSA, SHA256withDSA, SHA384withRSA, SHA512withRSA, SHA384withECDSA, SHA512withECDSA};$r3 = staticinvoke <java.security.Signature: java.security.Signature getInstance(java.lang.String,java.security.Provider)>($r2, $r1);false;false
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for javax.crypto.Cipher (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);false;false
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for javax.crypto.Cipher (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);false;false
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);false;false
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for java.security.MessageDigest (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);false;false
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for java.security.KeyPairGenerator (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);false;false
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for java.security.KeyPairGenerator (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5);Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);false;false
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for java.security.Signature (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);false;false
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for java.security.Signature (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda);Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);false;false
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for javax.crypto.Mac (on Object #6d763f9467be3d0d73fb479325f103273511edf0e140c0da470a5ccd80fd30b2);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);false;false
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for javax.crypto.Mac (on Object #e0ddadc13f7bb0fe2b209042e6fb1e08b684a4132db178ec9b403eb5eee11587);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);false;false
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for javax.crypto.KeyAgreement (on Object #4702644eb9a1c407255cb270b0ae349589b1ac4a4f813039e42194478eb42f5e);Operation on object of type javax.crypto.KeyAgreement object not completed. Expected call to init;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);false;false
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;java.util.List readRawBytesSlowPathRemainingChunks(int);violating CrySL rule for javax.crypto.KeyAgreement (on Object #f6e57b42576a01cf779c496bf6795aa5e9337e888e93d4c22d5e827d44b31dfb);Operation on object of type javax.crypto.KeyAgreement object not completed. Expected call to init;$i3 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i2, $i3);false;false
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;boolean tryRefillBuffer(int);violating CrySL rule for javax.crypto.Cipher (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$i1 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i1, $i2);false;false
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;boolean tryRefillBuffer(int);violating CrySL rule for javax.crypto.Cipher (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$i1 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i1, $i2);false;false
IncompleteOperationError;com.google.crypto.tink.shaded.protobuf.CodedInputStream$StreamDecoder;boolean tryRefillBuffer(int);violating CrySL rule for java.security.MessageDigest (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$i1 = virtualinvoke $r3.<java.io.InputStream: int read(byte[],int,int)>($r2, $i1, $i2);false;false
