ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary;PossibleExternal
RequiredPredicateError;z8.a;java.security.AlgorithmParameters b(java.lang.String);violating CrySL rule for java.security.AlgorithmParameters ;First parameter was not properly generated as prepared Alg;$r1 = staticinvoke <java.security.AlgorithmParameters: java.security.AlgorithmParameters getInstance(java.lang.String)>($r2);false;false
IncompleteOperationError;m8.c;java.security.cert.X509Certificate a(l8.b);violating CrySL rule for java.security.cert.CertificateFactory (on Object #cbd72781171cf1eeb08ffea452d6dcd823cb58b2fc0a062813ffdbce082255e4);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCRL;$r6 = virtualinvoke $r3.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r4);false;false
TypestateError;g2.j;java.lang.String a(c2.c);violating CrySL rule for java.security.MessageDigest (on Object #20539500915e1734fa7e5935c47576a890c7dba8fe1c95ff5ab699b05c0a7c45);Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte[]),java.security.MessageDigest: void update(byte);$r6 = virtualinvoke $r5.<java.security.MessageDigest: byte[] digest()>();false;false
IncompleteOperationError;g2.j;java.lang.String a(c2.c);violating CrySL rule for java.security.MessageDigest (on Object #20539500915e1734fa7e5935c47576a890c7dba8fe1c95ff5ab699b05c0a7c45);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r3 = staticinvoke <y2.j: java.lang.Object d(java.lang.Object)>($r3);false;false
IncompleteOperationError;l9.b;boolean d(m7.d0);violating CrySL rule for java.security.MessageDigest (on Object #a6cc438dab3b82736ea543d2bb9c3ec40d524b56d13a92511203c3cd90fb19c0);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$i1 = virtualinvoke $r8.<java.security.MessageDigest: int getDigestLength()>();false;false
ConstraintError;t6.b;byte[] l(byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #6b05b487ffb1fe31fd0311f5bf5a6614c224e9a38d2452078785510ca7794c7c);First parameter (with value "ChaCha20") should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256};$r3 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer33924);false;false
RequiredPredicateError;t6.b;byte[] l(byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r14.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer33925);false;false
RequiredPredicateError;t6.b;byte[] l(byte[]);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r3.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer33926, $r8, $r7);false;false
ConstraintError;t6.b;byte[] l(byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #4c936527802282eba902c9fe2b9a6ef9969b8a88c01822369734df5233f5049f);Second parameter (with value "ChaCha20") should be any of {AES, HmacSHA256, HmacSHA384, HmacSHA512};specialinvoke $r14.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer33925);false;false
TypestateError;t6.b;byte[] l(byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #6b05b487ffb1fe31fd0311f5bf5a6614c224e9a38d2452078785510ca7794c7c);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r2 = virtualinvoke $r3.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r2);false;false
ConstraintError;t6.b;javax.crypto.spec.SecretKeySpec t();violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #6fbd59341b25c64b86b42d13d56f8f6f68eed6dc5b2228e3bc07a8b8ac8bdee2);Second parameter (with value "ChaCha20-Poly1305") should be any of {AES, HmacSHA256, HmacSHA384, HmacSHA512};specialinvoke $r2.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, varReplacer33993);false;false
RequiredPredicateError;t6.b;javax.crypto.spec.SecretKeySpec t();violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r2.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, varReplacer33993);false;false
ConstraintError;t6.b;javax.crypto.Cipher r();violating CrySL rule for javax.crypto.Cipher (on Object #7f62e3b9d9be8e65fefd394b22b7d4de4ae2a210c6a486f6768da0974a1107c1);First parameter (with value "ChaCha20-Poly1305") should be any of {AES, RSA, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256};$r1 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer33995);false;false
ConstraintError;t6.b;javax.crypto.Cipher m();violating CrySL rule for javax.crypto.Cipher (on Object #5a9c54d2d0cd7f22bdf6d04e1a4aa696c5640de32c438d71057e9702121013af);First parameter (with value "ChaCha20") should be any of {AES, RSA, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256};$r1 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer36824);false;false
RequiredPredicateError;t6.b;byte[] a(byte[],byte[],byte[]);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r2.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r9);false;false
RequiredPredicateError;t6.b;byte[] b(byte[],byte[],byte[]);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r2.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r8);false;false
IncompleteOperationError;p6.u0;void A1(java.lang.String,boolean);violating CrySL rule for java.security.MessageDigest (on Object #c12e2fa13055634f855ddb1d11aadd902b0d6667fd614fb465e85be6faa51ca9);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;virtualinvoke $r4.<h7.b1: void s0()>();false;false
IncompleteOperationError;p6.u0;p6.e0$a d(w6.m,java.time.Instant);violating CrySL rule for java.security.MessageDigest (on Object #c12e2fa13055634f855ddb1d11aadd902b0d6667fd614fb465e85be6faa51ca9);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;virtualinvoke $r13.<h7.b1: void s0()>();false;false
RequiredPredicateError;t6.d;javax.crypto.Cipher m();violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r2.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer36822, $r3);false;false
ConstraintError;t6.d;javax.crypto.Cipher m();violating CrySL rule for javax.crypto.Cipher (on Object #f67ea5be2a6f910fb894a4676ece967451e7d7a2bc8d60e8b41920f58e93879);First parameter (with value "AES/ECB/NoPadding") should be any of AES/{CBC, GCM, PCBC, CTR, CTS, CFB, OFB};$r2 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer36821);false;false
RequiredPredicateError;t6.d;javax.crypto.Cipher m();violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r6.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r4, varReplacer36823);false;false
TypestateError;t6.d;byte[] l(byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #f67ea5be2a6f910fb894a4676ece967451e7d7a2bc8d60e8b41920f58e93879);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init;$r1 = virtualinvoke $r2.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);false;false
RequiredPredicateError;t6.d;byte[] b(byte[],byte[],byte[]);violating CrySL rule for javax.crypto.spec.GCMParameterSpec ;Second parameter was not properly generated as randomized;specialinvoke $r1.<javax.crypto.spec.GCMParameterSpec: void <init>(int,byte[])>(varReplacer33920, $r4);false;false
RequiredPredicateError;t6.d;byte[] a(byte[],byte[],byte[]);violating CrySL rule for javax.crypto.spec.GCMParameterSpec ;Second parameter was not properly generated as randomized;specialinvoke $r1.<javax.crypto.spec.GCMParameterSpec: void <init>(int,byte[])>(varReplacer30539, $r5);false;false
RequiredPredicateError;t6.d;javax.crypto.spec.SecretKeySpec t();violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r1.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer33992);false;false
IncompleteOperationError;p6.d1;w6.l w0(java.nio.ByteBuffer);violating CrySL rule for javax.crypto.Cipher (on Object #f67ea5be2a6f910fb894a4676ece967451e7d7a2bc8d60e8b41920f58e93879);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;virtualinvoke $r2.<w6.l: void I(java.nio.ByteBuffer,t6.d,long,v6.a,int)>($r1, $r7, $l2, $r8, $i0);false;false
IncompleteOperationError;a7.n;w6.c h(int,java.time.Instant,java.nio.ByteBuffer);violating CrySL rule for javax.crypto.Cipher (on Object #f67ea5be2a6f910fb894a4676ece967451e7d7a2bc8d60e8b41920f58e93879);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;virtualinvoke $r4.<w6.f: void I(java.nio.ByteBuffer,t6.d,long,v6.a,int)>($r3, $r10, varReplacer12917, $r1, varReplacer12918);false;false
IncompleteOperationError;z6.p0;void G(java.nio.ByteBuffer,w6.l);violating CrySL rule for javax.crypto.Cipher (on Object #f67ea5be2a6f910fb894a4676ece967451e7d7a2bc8d60e8b41920f58e93879);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$r7 = virtualinvoke $r2.<w6.l: byte[] s(java.lang.Long,t6.d)>($r6, $r5);false;false
IncompleteOperationError;w6.l;void K(java.nio.ByteBuffer,byte,int,t6.d,long,v6.a);violating CrySL rule for javax.crypto.Cipher (on Object #f67ea5be2a6f910fb894a4676ece967451e7d7a2bc8d60e8b41920f58e93879);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$r6 = virtualinvoke r0.<w6.l: byte[] l(byte[],t6.d)>($r4, $r2);false;false
IncompleteOperationError;y1.a$a;byte[] a(javax.crypto.SecretKey,byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #9036d3726dc3a36a367d704fc9d2f27c24fcbd12fb6f01b19ae1bb06f06c3891);Operation on object of type javax.crypto.Mac object not completed. Expected call to javax.crypto.Mac: byte[] doFinal(byte[]), update;$r7 = virtualinvoke $r4.<javax.crypto.Mac: byte[] doFinal()>();false;false
IncompleteOperationError;y1.a$a;byte[] a(javax.crypto.SecretKey,byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #72ae67a49cf4ea59a23b4cd5b91d8ba846c42582f4c9b5bfad863e105526a45c);Operation on object of type javax.crypto.Mac object not completed. Expected call to javax.crypto.Mac: byte[] doFinal(byte[]), update;$r7 = virtualinvoke $r4.<javax.crypto.Mac: byte[] doFinal()>();false;false
TypestateError;y1.a$a;byte[] a(javax.crypto.SecretKey,byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #9036d3726dc3a36a367d704fc9d2f27c24fcbd12fb6f01b19ae1bb06f06c3891);Unexpected call to method update on object of type javax.crypto.Mac.;virtualinvoke $r4.<javax.crypto.Mac: void update(byte[])>($r5);false;false
TypestateError;y1.a$a;byte[] a(javax.crypto.SecretKey,byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #72ae67a49cf4ea59a23b4cd5b91d8ba846c42582f4c9b5bfad863e105526a45c);Unexpected call to method update on object of type javax.crypto.Mac.;virtualinvoke $r4.<javax.crypto.Mac: void update(byte[])>($r5);false;false
IncompleteOperationError;y1.a$a;byte[] a(javax.crypto.SecretKey,byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #9036d3726dc3a36a367d704fc9d2f27c24fcbd12fb6f01b19ae1bb06f06c3891);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;$i1 = virtualinvoke $r4.<javax.crypto.Mac: int getMacLength()>();false;false
IncompleteOperationError;y1.a$a;byte[] a(javax.crypto.SecretKey,byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #72ae67a49cf4ea59a23b4cd5b91d8ba846c42582f4c9b5bfad863e105526a45c);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;$i1 = virtualinvoke $r4.<javax.crypto.Mac: int getMacLength()>();false;false
IncompleteOperationError;y1.b$a;int c();violating CrySL rule for javax.crypto.Mac (on Object #9036d3726dc3a36a367d704fc9d2f27c24fcbd12fb6f01b19ae1bb06f06c3891);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$i0 = virtualinvoke $r1.<javax.crypto.Mac: int getMacLength()>();false;false
IncompleteOperationError;y1.b$a;int c();violating CrySL rule for javax.crypto.Mac (on Object #72ae67a49cf4ea59a23b4cd5b91d8ba846c42582f4c9b5bfad863e105526a45c);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$i0 = virtualinvoke $r1.<javax.crypto.Mac: int getMacLength()>();false;false
RequiredPredicateError;y1.b$a;javax.crypto.Mac a(javax.crypto.SecretKey);violating CrySL rule for javax.crypto.Mac ;First parameter was not properly generated as generated Key;virtualinvoke $r1.<javax.crypto.Mac: void init(java.security.Key)>($r2);false;false
RequiredPredicateError;y1.b$a;javax.crypto.SecretKey b(byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r3.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, $r1);false;false
IncompleteOperationError;h7.d;int q(java.nio.ByteBuffer);violating CrySL rule for java.security.cert.CertificateFactory (on Object #550db6fc9396a52d3d2e37cab59e09cbff2535a5dfef4448e5d89560e8f0cbce);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCRL;$r6 = virtualinvoke $r5.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r1);false;false
ConstraintError;h7.c1;java.security.Signature q(e7.m);violating CrySL rule for java.security.Signature (on Object #2d9bf82cc6a8241fd4f8c23a50497021191efb4bdd1971db155c009098c9c02b);First parameter (with value "SHA256withRSA/PSS") should be any of {SHA256withRSA, SHA256withECDSA, SHA256withDSA, SHA384withRSA, SHA512withRSA, SHA384withECDSA, SHA512withECDSA};$r7 = staticinvoke <java.security.Signature: java.security.Signature getInstance(java.lang.String)>(varReplacer42016);false;false
ConstraintError;h7.c1;java.security.Signature q(e7.m);violating CrySL rule for java.security.Signature (on Object #31a7decfbe4a558b068dac452db5c650ea6aa8d4859c04eae7dc8120e5ec6959);First parameter (with value "SHA384withRSA/PSS") should be any of {SHA256withRSA, SHA256withECDSA, SHA256withDSA, SHA384withRSA, SHA512withRSA, SHA384withECDSA, SHA512withECDSA};$r7 = staticinvoke <java.security.Signature: java.security.Signature getInstance(java.lang.String)>(varReplacer42015);false;false
ConstraintError;h7.c1;java.security.Signature q(e7.m);violating CrySL rule for java.security.Signature (on Object #96d0fddb84bd955dce33dcd5a9e188635730acf7901aed407b2aad4d6f5342c1);First parameter (with value "SHA512withRSA/PSS") should be any of {SHA256withRSA, SHA256withECDSA, SHA256withDSA, SHA384withRSA, SHA512withRSA, SHA384withECDSA, SHA512withECDSA};$r7 = staticinvoke <java.security.Signature: java.security.Signature getInstance(java.lang.String)>(varReplacer42018);false;false
RequiredPredicateError;h7.c1;byte[] n(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r8.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r4, $r7);false;false
RequiredPredicateError;h7.c1;byte[] n(byte[],byte[]);violating CrySL rule for javax.crypto.Mac ;First parameter was not properly generated as generated Key;virtualinvoke $r9.<javax.crypto.Mac: void init(java.security.Key)>($r8);false;false
RequiredPredicateError;h7.c1;byte[] o(byte[],java.security.PrivateKey,e7.m,boolean);violating CrySL rule for java.security.Signature ;First parameter was not properly generated as generated Privkey;virtualinvoke $r12.<java.security.Signature: void initSign(java.security.PrivateKey)>($r7);false;false
ConstraintError;g7.n;java.security.spec.ECParameterSpec i(java.lang.String);violating CrySL rule for java.security.AlgorithmParameters (on Object #4e303777bbd48759e44eb4dd7355b13cd845b149692af69f35051cdf0714c9a9);First parameter (with value "EC") should be any of {AES, DiffieHellman, DH, OAEP, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256};$r4 = staticinvoke <java.security.AlgorithmParameters: java.security.AlgorithmParameters getInstance(java.lang.String)>(varReplacer42305);false;false
RequiredPredicateError;g7.n;java.security.interfaces.ECPublicKey q(e7.k,byte[]);violating CrySL rule for java.security.KeyFactory ;First parameter was not properly generated as specced Key;$r12 = virtualinvoke $r4.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r9);false;false
RequiredPredicateError;ab.h;java.security.KeyPair v(android.content.Context);violating CrySL rule for java.security.KeyFactory ;First parameter was not properly generated as specced Key;$r10 = virtualinvoke $r7.<java.security.KeyFactory: java.security.PrivateKey generatePrivate(java.security.spec.KeySpec)>($r9);false;false
RequiredPredicateError;ab.h;java.security.KeyPair v(android.content.Context);violating CrySL rule for java.security.spec.X509EncodedKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r1.<java.security.spec.X509EncodedKeySpec: void <init>(byte[])>($r6);false;false
RequiredPredicateError;ab.h;java.security.KeyPair v(android.content.Context);violating CrySL rule for java.security.KeyPair ;Second parameter was not properly generated as generated Privkey;specialinvoke $r11.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r8, $r10);false;false
RequiredPredicateError;ab.h;java.security.KeyPair v(android.content.Context);violating CrySL rule for java.security.KeyFactory ;First parameter was not properly generated as specced Key;$r8 = virtualinvoke $r7.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r1);false;false
RequiredPredicateError;ab.h;java.security.KeyPair v(android.content.Context);violating CrySL rule for java.security.KeyPair ;First parameter was not properly generated as generated Pubkey;specialinvoke $r11.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r8, $r10);false;false
RequiredPredicateError;eb.g$a;byte[] e(byte[]);violating CrySL rule for java.security.Signature ;First parameter was not properly generated as generated Privkey;virtualinvoke $r3.<java.security.Signature: void initSign(java.security.PrivateKey)>($r1);false;false
RequiredPredicateError;eb.g;eb.f a(byte[]);violating CrySL rule for java.security.spec.X509EncodedKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r0.<java.security.spec.X509EncodedKeySpec: void <init>(byte[])>($r1);false;false
RequiredPredicateError;eb.g;eb.f a(byte[]);violating CrySL rule for java.security.KeyFactory ;First parameter was not properly generated as specced Key;$r3 = virtualinvoke $r2.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r0);false;false
RequiredPredicateError;e7.o;byte[] g(byte[]);violating CrySL rule for javax.crypto.Mac ;First parameter was not properly generated as generated Key;virtualinvoke $r7.<javax.crypto.Mac: void init(java.security.Key)>($r6);false;false
RequiredPredicateError;e7.o;byte[] g(byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r6.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r5, varReplacer38747);false;false
RequiredPredicateError;e7.o;void h();violating CrySL rule for javax.crypto.KeyAgreement ;First parameter was not properly generated as generated Pubkey;virtualinvoke $r2.<javax.crypto.KeyAgreement: java.security.Key doPhase(java.security.Key,boolean)>($r1, varReplacer41767);false;false
RequiredPredicateError;w6.m;byte[] P(byte[]);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r12.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer27331, $r9, $r11);false;false
RequiredPredicateError;w6.m;byte[] P(byte[]);violating CrySL rule for javax.crypto.Cipher ;Third parameter was not properly generated as prepared G C M;virtualinvoke $r12.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer27331, $r9, $r11);false;false
RequiredPredicateError;w6.m;byte[] P(byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r14.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r6, varReplacer27330);false;false
RequiredPredicateError;w6.m;byte[] P(byte[]);violating CrySL rule for javax.crypto.spec.GCMParameterSpec ;Second parameter was not properly generated as randomized;specialinvoke $r15.<javax.crypto.spec.GCMParameterSpec: void <init>(int,byte[])>(varReplacer27328, $r6);false;false
RequiredPredicateError;h7.b1;void P(java.util.List);violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r7.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer41824);false;false
RequiredPredicateError;eb.a$a;boolean f(byte[],byte[]);violating CrySL rule for java.security.Signature ;First parameter was not properly generated as generated Pubkey;virtualinvoke $r4.<java.security.Signature: void initVerify(java.security.PublicKey)>($r1);false;false
RequiredPredicateError;eb.g$b;boolean f(byte[],byte[]);violating CrySL rule for java.security.Signature ;First parameter was not properly generated as generated Pubkey;virtualinvoke $r4.<java.security.Signature: void initVerify(java.security.PublicKey)>($r1);false;false
