ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary;PossibleExternal
IncompleteOperationError;s0.a;byte[] c(byte[],char[],int);violating CrySL rule for javax.crypto.Mac (on Object #1777524bc2fa3af1ca80c4679c0b2d6b8af24c32b5624eb03233e336cabc72c4);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;virtualinvoke $r5.<javax.crypto.Mac: void init(java.security.Key)>($r6);false;false
RequiredPredicateError;s0.a;byte[] c(byte[],char[],int);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r6.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, $r7);false;false
TypestateError;s0.a;byte[] c(byte[],char[],int);violating CrySL rule for javax.crypto.Mac (on Object #1777524bc2fa3af1ca80c4679c0b2d6b8af24c32b5624eb03233e336cabc72c4);Unexpected call to method doFinal on object of type javax.crypto.Mac.;$r9 = virtualinvoke $r5.<javax.crypto.Mac: byte[] doFinal(byte[])>($r8);false;false
ConstraintError;o2.a;void <init>(java.lang.String);violating CrySL rule for javax.crypto.Mac (on Object #1777524bc2fa3af1ca80c4679c0b2d6b8af24c32b5624eb03233e336cabc72c4);First parameter (with value "HmacSHA1") should be any of {HmacSHA256, HmacSHA384, HmacSHA512, HmacPBESHA1, PBEWithHmacSHA1, PBEWithHmacSHA224, PBEWithHmacSHA256, PBEWithHmacSHA384, PBEWithHmacSHA512};$r3 = staticinvoke <javax.crypto.Mac: javax.crypto.Mac getInstance(java.lang.String)>($r2);false;false
IncompleteOperationError;t2.k;void c(u2.o);violating CrySL rule for javax.crypto.Mac (on Object #1777524bc2fa3af1ca80c4679c0b2d6b8af24c32b5624eb03233e336cabc72c4);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r38.<t2.l: void <init>(t2.j,u2.o,char[])>($r23, $r1, $r24);false;false
IncompleteOperationError;t2.k;void c(u2.o);violating CrySL rule for javax.crypto.Mac (on Object #1777524bc2fa3af1ca80c4679c0b2d6b8af24c32b5624eb03233e336cabc72c4);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r37.<t2.a: void <init>(t2.j,u2.o,char[])>($r23, $r1, $r24);false;false
IncompleteOperationError;t2.k;void c(u2.o);violating CrySL rule for javax.crypto.Mac (on Object #1777524bc2fa3af1ca80c4679c0b2d6b8af24c32b5624eb03233e336cabc72c4);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r36.<t2.f: void <init>(t2.j,u2.o,char[])>($r23, $r1, varReplacer9827);false;false
IncompleteOperationError;x2.b;void f(s2.k,u2.g,java.lang.String,java.lang.String,w2.a,byte[]);violating CrySL rule for javax.crypto.Mac (on Object #1777524bc2fa3af1ca80c4679c0b2d6b8af24c32b5624eb03233e336cabc72c4);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r55.<s2.e: void <init>(s2.j,u2.h,char[],int)>($r31, $r20, $r33, $i2);false;false
IncompleteOperationError;x2.b;void f(s2.k,u2.g,java.lang.String,java.lang.String,w2.a,byte[]);violating CrySL rule for javax.crypto.Mac (on Object #1777524bc2fa3af1ca80c4679c0b2d6b8af24c32b5624eb03233e336cabc72c4);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r56.<s2.a: void <init>(s2.j,u2.h,char[],int)>($r31, $r20, $r33, $i2);false;false
IncompleteOperationError;x2.b;void f(s2.k,u2.g,java.lang.String,java.lang.String,w2.a,byte[]);violating CrySL rule for javax.crypto.Mac (on Object #1777524bc2fa3af1ca80c4679c0b2d6b8af24c32b5624eb03233e336cabc72c4);Operation on object of type javax.crypto.Mac object not completed. Expected call to update, doFinal;specialinvoke $r57.<s2.l: void <init>(s2.j,u2.h,char[],int)>($r31, $r20, $r33, $i2);false;false
