ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary;PossibleExternal
RequiredPredicateError;zorg.platform.j2se.DiffieHellmanSuiteImpl;byte[] getDhResult(byte[],int,boolean);violating CrySL rule for javax.crypto.KeyAgreement ;First parameter was not properly generated as generated Pubkey;virtualinvoke $r12.<javax.crypto.KeyAgreement: java.security.Key doPhase(java.security.Key,boolean)>($r15, varReplacer26565);false;false
RequiredPredicateError;zorg.platform.j2se.DiffieHellmanSuiteImpl;byte[] getDhResult(byte[],int,boolean);violating CrySL rule for java.security.KeyFactory ;First parameter was not properly generated as specced Key;$r15 = virtualinvoke $r11.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>(r2);false;false
IncompleteOperationError;org.xbill.DNS.TSIG;byte verify(org.xbill.DNS.Message,byte[],int,org.xbill.DNS.TSIGRecord);violating CrySL rule for java.security.MessageDigest (on Object #6166e08a9044525fac3743cdfeb133b2ef06f4f7bbc97074815e8c46585210b7);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest;specialinvoke r4.<org.xbill.DNS.utils.HMAC: void <init>(java.lang.String,int,byte[])>($r6, $i0, $r7);false;false
IncompleteOperationError;org.xbill.DNS.TSIG;byte verify(org.xbill.DNS.Message,byte[],int,org.xbill.DNS.TSIGRecord);violating CrySL rule for java.security.MessageDigest (on Object #6166e08a9044525fac3743cdfeb133b2ef06f4f7bbc97074815e8c46585210b7);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest;$i5 = virtualinvoke r4.<org.xbill.DNS.utils.HMAC: int digestLength()>();false;false
IncompleteOperationError;org.xbill.DNS.TSIG;org.xbill.DNS.TSIGRecord generate(org.xbill.DNS.Message,byte[],int,org.xbill.DNS.TSIGRecord);violating CrySL rule for java.security.MessageDigest (on Object #6166e08a9044525fac3743cdfeb133b2ef06f4f7bbc97074815e8c46585210b7);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest;r6 = null;false;false
IncompleteOperationError;org.xbill.DNS.TSIG;org.xbill.DNS.TSIGRecord generate(org.xbill.DNS.Message,byte[],int,org.xbill.DNS.TSIGRecord);violating CrySL rule for java.security.MessageDigest (on Object #6166e08a9044525fac3743cdfeb133b2ef06f4f7bbc97074815e8c46585210b7);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest;virtualinvoke r6.<org.xbill.DNS.utils.HMAC: void update(byte[])>($r2);false;false
IncompleteOperationError;org.xbill.DNS.TSIG;org.xbill.DNS.TSIGRecord generate(org.xbill.DNS.Message,byte[],int,org.xbill.DNS.TSIGRecord);violating CrySL rule for java.security.MessageDigest (on Object #6166e08a9044525fac3743cdfeb133b2ef06f4f7bbc97074815e8c46585210b7);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest;virtualinvoke r6.<org.xbill.DNS.utils.HMAC: void update(byte[])>($r2);false;false
IncompleteOperationError;org.xbill.DNS.TSIG;org.xbill.DNS.TSIGRecord generate(org.xbill.DNS.Message,byte[],int,org.xbill.DNS.TSIGRecord);violating CrySL rule for java.security.MessageDigest (on Object #6166e08a9044525fac3743cdfeb133b2ef06f4f7bbc97074815e8c46585210b7);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest;virtualinvoke r6.<org.xbill.DNS.utils.HMAC: void update(byte[])>($r8);false;false
IncompleteOperationError;org.xbill.DNS.TSIG;org.xbill.DNS.TSIGRecord generate(org.xbill.DNS.Message,byte[],int,org.xbill.DNS.TSIGRecord);violating CrySL rule for java.security.MessageDigest (on Object #6166e08a9044525fac3743cdfeb133b2ef06f4f7bbc97074815e8c46585210b7);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest;specialinvoke r6.<org.xbill.DNS.utils.HMAC: void <init>(java.lang.String,int,byte[])>($r7, $i1, $r8);false;false
IncompleteOperationError;org.xbill.DNS.TSIG;org.xbill.DNS.TSIGRecord generate(org.xbill.DNS.Message,byte[],int,org.xbill.DNS.TSIGRecord);violating CrySL rule for java.security.MessageDigest (on Object #6166e08a9044525fac3743cdfeb133b2ef06f4f7bbc97074815e8c46585210b7);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest;$r2 = virtualinvoke r6.<org.xbill.DNS.utils.HMAC: byte[] sign()>();false;false
IncompleteOperationError;org.xbill.DNS.SimpleResolver;org.xbill.DNS.Message sendAXFR(org.xbill.DNS.Message);violating CrySL rule for java.security.MessageDigest (on Object #6166e08a9044525fac3743cdfeb133b2ef06f4f7bbc97074815e8c46585210b7);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, getInstance;$r9 = virtualinvoke $r8.<org.xbill.DNS.ZoneTransferIn: java.util.List getAXFR()>();false;false
TypestateError;zorg.platform.j2se.EncryptorSuiteImpl;byte[] encryptIV_for_prf(byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #44b405a6465cd23b6edd485b9f03a1a34152e93f0fe72615340d28a2e822af93);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r1 = virtualinvoke $r4.<javax.crypto.Cipher: byte[] doFinal(byte[],int,int)>($r1, varReplacer20197, varReplacer20198);false;false
RequiredPredicateError;zorg.platform.j2se.EncryptorSuiteImpl;byte[] encryptIV_for_prf(byte[]);violating CrySL rule for javax.crypto.Cipher ;Third parameter was not properly generated as randomized;virtualinvoke $r4.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.SecureRandom)>(varReplacer20195, $r5, $r3);false;false
RequiredPredicateError;zorg.platform.j2se.EncryptorSuiteImpl;byte[] encryptIV_for_prf(byte[]);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r4.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.SecureRandom)>(varReplacer20195, $r5, $r3);false;false
ConstraintError;zorg.platform.j2se.EncryptorSuiteImpl;byte[] encryptIV_for_prf(byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #44b405a6465cd23b6edd485b9f03a1a34152e93f0fe72615340d28a2e822af93);First parameter (with value "AES") should be any of AES/{CBC, GCM, PCBC, CTR, CTS, CFB, OFB};$r4 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer20196);false;false
RequiredPredicateError;zorg.platform.j2se.EncryptorSuiteImpl;void <init>(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r4.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, varReplacer20203);false;false
ConstraintError;zorg.platform.j2se.EncryptorSuiteImpl;void <init>(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #bb963a63e239e67825b73e2aaac7a980f2127ab760f84aa6f6f869e59b01d63c);First parameter (with value "AES") should be any of AES/{CBC, GCM, PCBC, CTR, CTS, CFB, OFB};$r6 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer20200);false;false
IncompleteOperationError;org.sipdroid.sipua.UserAgent;void launchMediaApplication();violating CrySL rule for javax.crypto.Mac (on Object #4151a14f186225508888d0b38be16e92c8f51426b75fa62a34b5c3205723a840);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$i3 = virtualinvoke r23.<zorg.SRTP: int startNewSession()>();false;false
IncompleteOperationError;org.sipdroid.sipua.UserAgent;void launchMediaApplication();violating CrySL rule for javax.crypto.Cipher (on Object #bb963a63e239e67825b73e2aaac7a980f2127ab760f84aa6f6f869e59b01d63c);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;interfaceinvoke $r5.<org.sipdroid.media.MediaLauncher: boolean startMedia()>();false;false
IncompleteOperationError;org.sipdroid.sipua.UserAgent;void launchMediaApplication();violating CrySL rule for javax.crypto.Cipher (on Object #bb963a63e239e67825b73e2aaac7a980f2127ab760f84aa6f6f869e59b01d63c);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$i3 = virtualinvoke r23.<zorg.SRTP: int startNewSession()>();false;false
IncompleteOperationError;org.sipdroid.sipua.UserAgent;void launchMediaApplication();violating CrySL rule for javax.crypto.Mac (on Object #4151a14f186225508888d0b38be16e92c8f51426b75fa62a34b5c3205723a840);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;r23 = null;false;false
IncompleteOperationError;org.sipdroid.media.RtpStreamSender;void sendPacket(org.sipdroid.net.RtpPacket);violating CrySL rule for javax.crypto.Cipher (on Object #bb963a63e239e67825b73e2aaac7a980f2127ab760f84aa6f6f869e59b01d63c);Operation on object of type javax.crypto.Cipher object not completed. Expected call to init;$r3 = virtualinvoke $r2.<zorg.SRTP: zorg.platform.RtpPacket protect(zorg.platform.RtpPacket)>($r1);false;true
IncompleteOperationError;org.sipdroid.media.RtpStreamSender;void sendPacket(org.sipdroid.net.RtpPacket);violating CrySL rule for javax.crypto.Mac (on Object #4151a14f186225508888d0b38be16e92c8f51426b75fa62a34b5c3205723a840);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$r3 = virtualinvoke $r2.<zorg.SRTP: zorg.platform.RtpPacket protect(zorg.platform.RtpPacket)>($r1);false;true
RequiredPredicateError;zorg.platform.j2se.HMACSHA1Impl;void <init>(byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r4.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, $r5);false;false
ConstraintError;zorg.platform.j2se.HMACSHA1Impl;void <init>(byte[]);violating CrySL rule for javax.crypto.Mac (on Object #4151a14f186225508888d0b38be16e92c8f51426b75fa62a34b5c3205723a840);First parameter (with value "HmacSHA1") should be any of {HmacSHA256, HmacSHA384, HmacSHA512, HmacPBESHA1, PBEWithHmacSHA1, PBEWithHmacSHA224, PBEWithHmacSHA256, PBEWithHmacSHA384, PBEWithHmacSHA512};$r3 = staticinvoke <javax.crypto.Mac: javax.crypto.Mac getInstance(java.lang.String)>(varReplacer20204);false;false
IncompleteOperationError;org.sipdroid.media.JAudioLauncher$ZRTPListener;boolean keyExchangeCompleted(byte[],byte[],byte[],byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #4151a14f186225508888d0b38be16e92c8f51426b75fa62a34b5c3205723a840);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$i0 = virtualinvoke $r15.<zorg.SRTP: int startNewSession()>();false;true
IncompleteOperationError;org.sipdroid.media.JAudioLauncher$ZRTPListener;boolean keyExchangeCompleted(byte[],byte[],byte[],byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #4151a14f186225508888d0b38be16e92c8f51426b75fa62a34b5c3205723a840);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;virtualinvoke $r17.<org.sipdroid.media.RtpStreamSender: void setSRTP(zorg.SRTP)>($r15);false;true
IncompleteOperationError;org.sipdroid.media.JAudioLauncher$ZRTPListener;boolean keyExchangeCompleted(byte[],byte[],byte[],byte[],int);violating CrySL rule for javax.crypto.Mac (on Object #4151a14f186225508888d0b38be16e92c8f51426b75fa62a34b5c3205723a840);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;virtualinvoke $r18.<org.sipdroid.media.RtpStreamReceiver: void setSRTP(zorg.SRTP)>($r15);false;true
IncompleteOperationError;org.sipdroid.sipua.ui.Sipdroid;void prepareMulticastSocket();violating CrySL rule for javax.crypto.Mac (on Object #4151a14f186225508888d0b38be16e92c8f51426b75fa62a34b5c3205723a840);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$i0 = virtualinvoke $r11.<zorg.SRTP: int startNewSession()>();false;false
IncompleteOperationError;org.sipdroid.sipua.ui.Sipdroid;void prepareMulticastSocket();violating CrySL rule for javax.crypto.Mac (on Object #4151a14f186225508888d0b38be16e92c8f51426b75fa62a34b5c3205723a840);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$r11 = r0.<org.sipdroid.sipua.ui.Sipdroid: zorg.SRTP srtp>;false;false
IncompleteOperationError;org.zoolu.sip.call.Call;void onDlgInviteSuccessResponse(org.zoolu.sip.dialog.InviteDialog,int,java.lang.String,java.lang.String,org.zoolu.sip.message.Message);violating CrySL rule for javax.crypto.Mac (on Object #4151a14f186225508888d0b38be16e92c8f51426b75fa62a34b5c3205723a840);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;interfaceinvoke $r6.<org.zoolu.sip.call.CallListener: void onCallAccepted(org.zoolu.sip.call.Call,java.lang.String,org.zoolu.sip.message.Message)>(r0, $r3, $r4);false;false
IncompleteOperationError;org.zoolu.sip.call.Call;void onDlgInviteSuccessResponse(org.zoolu.sip.dialog.InviteDialog,int,java.lang.String,java.lang.String,org.zoolu.sip.message.Message);violating CrySL rule for javax.crypto.Mac (on Object #4151a14f186225508888d0b38be16e92c8f51426b75fa62a34b5c3205723a840);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$r6 = r0.<org.zoolu.sip.call.Call: org.zoolu.sip.call.CallListener listener>;false;false
IncompleteOperationError;org.zoolu.sip.call.Call;void onDlgInviteProvisionalResponse(org.zoolu.sip.dialog.InviteDialog,int,java.lang.String,java.lang.String,org.zoolu.sip.message.Message);violating CrySL rule for javax.crypto.Mac (on Object #4151a14f186225508888d0b38be16e92c8f51426b75fa62a34b5c3205723a840);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;$r6 = r0.<org.zoolu.sip.call.Call: org.zoolu.sip.call.CallListener listener>;false;false
IncompleteOperationError;org.zoolu.sip.call.Call;void onDlgInviteProvisionalResponse(org.zoolu.sip.dialog.InviteDialog,int,java.lang.String,java.lang.String,org.zoolu.sip.message.Message);violating CrySL rule for javax.crypto.Mac (on Object #4151a14f186225508888d0b38be16e92c8f51426b75fa62a34b5c3205723a840);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;interfaceinvoke $r6.<org.zoolu.sip.call.CallListener: void onCallRinging(org.zoolu.sip.call.Call,org.zoolu.sip.message.Message)>(r0, $r4);false;false
IncompleteOperationError;org.sipdroid.sipua.UserAgent$IceProcessingListener;void propertyChange(java.beans.PropertyChangeEvent);violating CrySL rule for javax.crypto.Mac (on Object #4151a14f186225508888d0b38be16e92c8f51426b75fa62a34b5c3205723a840);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;virtualinvoke $r4.<org.sipdroid.sipua.UserAgent: void launchMediaApplication()>();false;false
IncompleteOperationError;org.sipdroid.sipua.UserAgent$4;void run();violating CrySL rule for javax.crypto.Mac (on Object #4151a14f186225508888d0b38be16e92c8f51426b75fa62a34b5c3205723a840);Operation on object of type javax.crypto.Mac object not completed. Expected call to init;staticinvoke <org.sipdroid.sipua.UserAgent: void access$300(org.sipdroid.sipua.UserAgent,int)>($r1, $i0);false;false
ConstraintError;org.spongycastle.jcajce.provider.asymmetric.ec.KeyPairGeneratorSpi$EC;void <clinit>();violating CrySL rule for java.security.spec.ECGenParameterSpec (on Object #60cb7b54e0a561d1099f3e2c0d2c3ca9bb8cf0f5e6c597df56c75d4454e9b840);First parameter (with value "P-224") should be any of {brainpoolP224r1, 1.3.36.3.3.2.8.1.1.5, brainpoolP256r1, 1.3.36.3.3.2.8.1.1.7, brainpoolP320r1, 1.3.36.3.3.2.8.1.1.9, brainpoolP384r1, 1.3.36.3.3.2.8.1.1.11, brainpoolP512r1, 1.3.36.3.3.2.8.1.1.13, secp224r1, NIST P-224, 1.3.132.0.33, secp256r1, NIST P-256, X9.62 prime256v1, 1.2.840.10045.3.1.7, secp384r1, NIST P-384, 1.3.132.0.34, secp521r1, NIST P-521, 1.3.132.0.35};specialinvoke $r2.<java.security.spec.ECGenParameterSpec: void <init>(java.lang.String)>(varReplacer21112);false;true
ConstraintError;org.spongycastle.jcajce.provider.asymmetric.ec.KeyPairGeneratorSpi$EC;void <clinit>();violating CrySL rule for java.security.spec.ECGenParameterSpec (on Object #d1a832cd2f40c1c90fa7eeefcfec05283d79aacb95ad838702ec55680130bcaf);First parameter (with value "P-521") should be any of {brainpoolP224r1, 1.3.36.3.3.2.8.1.1.5, brainpoolP256r1, 1.3.36.3.3.2.8.1.1.7, brainpoolP320r1, 1.3.36.3.3.2.8.1.1.9, brainpoolP384r1, 1.3.36.3.3.2.8.1.1.11, brainpoolP512r1, 1.3.36.3.3.2.8.1.1.13, secp224r1, NIST P-224, 1.3.132.0.33, secp256r1, NIST P-256, X9.62 prime256v1, 1.2.840.10045.3.1.7, secp384r1, NIST P-384, 1.3.132.0.34, secp521r1, NIST P-521, 1.3.132.0.35};specialinvoke $r2.<java.security.spec.ECGenParameterSpec: void <init>(java.lang.String)>(varReplacer21109);false;true
ConstraintError;org.spongycastle.jcajce.provider.asymmetric.ec.KeyPairGeneratorSpi$EC;void <clinit>();violating CrySL rule for java.security.spec.ECGenParameterSpec (on Object #c760aa311529565720784d8d2f5564bcfa572cde0fcf42d11a94ec9e0468dc27);First parameter (with value "prime192v1") should be any of {brainpoolP224r1, 1.3.36.3.3.2.8.1.1.5, brainpoolP256r1, 1.3.36.3.3.2.8.1.1.7, brainpoolP320r1, 1.3.36.3.3.2.8.1.1.9, brainpoolP384r1, 1.3.36.3.3.2.8.1.1.11, brainpoolP512r1, 1.3.36.3.3.2.8.1.1.13, secp224r1, NIST P-224, 1.3.132.0.33, secp256r1, NIST P-256, X9.62 prime256v1, 1.2.840.10045.3.1.7, secp384r1, NIST P-384, 1.3.132.0.34, secp521r1, NIST P-521, 1.3.132.0.35};specialinvoke $r2.<java.security.spec.ECGenParameterSpec: void <init>(java.lang.String)>(varReplacer21113);false;true
ConstraintError;org.spongycastle.jcajce.provider.asymmetric.ec.KeyPairGeneratorSpi$EC;void <clinit>();violating CrySL rule for java.security.spec.ECGenParameterSpec (on Object #1d186ce4df411e34fd54b75856c4e3ee3ac35f540bceb45007fd593a782940c5);First parameter (with value "prime239v1") should be any of {brainpoolP224r1, 1.3.36.3.3.2.8.1.1.5, brainpoolP256r1, 1.3.36.3.3.2.8.1.1.7, brainpoolP320r1, 1.3.36.3.3.2.8.1.1.9, brainpoolP384r1, 1.3.36.3.3.2.8.1.1.11, brainpoolP512r1, 1.3.36.3.3.2.8.1.1.13, secp224r1, NIST P-224, 1.3.132.0.33, secp256r1, NIST P-256, X9.62 prime256v1, 1.2.840.10045.3.1.7, secp384r1, NIST P-384, 1.3.132.0.34, secp521r1, NIST P-521, 1.3.132.0.35};specialinvoke $r2.<java.security.spec.ECGenParameterSpec: void <init>(java.lang.String)>(varReplacer21108);false;true
ConstraintError;org.spongycastle.jcajce.provider.asymmetric.ec.KeyPairGeneratorSpi$EC;void <clinit>();violating CrySL rule for java.security.spec.ECGenParameterSpec (on Object #f6b5dabbed874f8ebd602cda140116ee3e64afc97764165662368cca9511412e);First parameter (with value "P-384") should be any of {brainpoolP224r1, 1.3.36.3.3.2.8.1.1.5, brainpoolP256r1, 1.3.36.3.3.2.8.1.1.7, brainpoolP320r1, 1.3.36.3.3.2.8.1.1.9, brainpoolP384r1, 1.3.36.3.3.2.8.1.1.11, brainpoolP512r1, 1.3.36.3.3.2.8.1.1.13, secp224r1, NIST P-224, 1.3.132.0.33, secp256r1, NIST P-256, X9.62 prime256v1, 1.2.840.10045.3.1.7, secp384r1, NIST P-384, 1.3.132.0.34, secp521r1, NIST P-521, 1.3.132.0.35};specialinvoke $r2.<java.security.spec.ECGenParameterSpec: void <init>(java.lang.String)>(varReplacer21116);false;true
ConstraintError;org.spongycastle.jcajce.provider.asymmetric.ec.KeyPairGeneratorSpi$EC;void <clinit>();violating CrySL rule for java.security.spec.ECGenParameterSpec (on Object #92f8f80d1b291335766e1b822600447361757c0a560004721a629c958a73f2b4);First parameter (with value "prime256v1") should be any of {brainpoolP224r1, 1.3.36.3.3.2.8.1.1.5, brainpoolP256r1, 1.3.36.3.3.2.8.1.1.7, brainpoolP320r1, 1.3.36.3.3.2.8.1.1.9, brainpoolP384r1, 1.3.36.3.3.2.8.1.1.11, brainpoolP512r1, 1.3.36.3.3.2.8.1.1.13, secp224r1, NIST P-224, 1.3.132.0.33, secp256r1, NIST P-256, X9.62 prime256v1, 1.2.840.10045.3.1.7, secp384r1, NIST P-384, 1.3.132.0.34, secp521r1, NIST P-521, 1.3.132.0.35};specialinvoke $r2.<java.security.spec.ECGenParameterSpec: void <init>(java.lang.String)>(varReplacer21106);false;true
RequiredPredicateError;org.spongycastle.jcajce.provider.asymmetric.ec.KeyPairGeneratorSpi$EC;java.security.KeyPair generateKeyPair();violating CrySL rule for java.security.KeyPair ;Second parameter was not properly generated as generated Privkey;specialinvoke $r12.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>(r10, $r13);false;true
RequiredPredicateError;org.spongycastle.jcajce.provider.asymmetric.ec.KeyPairGeneratorSpi$EC;java.security.KeyPair generateKeyPair();violating CrySL rule for java.security.KeyPair ;First parameter was not properly generated as generated Pubkey;specialinvoke $r12.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>(r10, $r13);false;true
ConstraintError;org.ice4j.security.LongTermCredentialSession;byte[] getLocalKey(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #925445ac7c276e63b9f56faebd779fbc8bc777b84811b730b0534743b431bc93);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r5 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer23662);false;false
ConstraintError;zorg.platform.j2se.CryptoUtilsImpl;byte[] aesDecrypt(byte[],int,int,byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #45b9cc7e1ae0d36543b30a8740ca836887b85746f17a67bc0e3f26126c391ec2);First parameter (with value "AES/CFB64/NoPadding") should be any of AES/{CBC, GCM, PCBC, CTR, CTS, CFB, OFB};$r7 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer26629);false;false
