ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary;PossibleExternal
RequiredPredicateError;okhttp3.OkHttpClient;javax.net.ssl.X509TrustManager systemDefaultTrustManager();violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r3.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer27728);true;true
RequiredPredicateError;cz.msebera.android.httpclient.conn.ssl.SSLContexts;javax.net.ssl.SSLContext createDefault();violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r0.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer29322, varReplacer29322, varReplacer29322);true;true
ConstraintError;cz.msebera.android.httpclient.conn.ssl.SSLContexts;javax.net.ssl.SSLContext createDefault();violating CrySL rule for javax.net.ssl.SSLContext (on Object #51c28970d5f7ab6960b7bd1440bb40c587fb3607513bef3d759396b2c3b5305d);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r0 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer29321);true;true
RequiredPredicateError;cz.msebera.android.httpclient.conn.ssl.SSLContexts;javax.net.ssl.SSLContext createDefault();violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r0.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer29322, varReplacer29322, varReplacer29322);true;true
RequiredPredicateError;cz.msebera.android.httpclient.conn.ssl.SSLContexts;javax.net.ssl.SSLContext createDefault();violating CrySL rule for javax.net.ssl.SSLContext ;Second parameter was not properly generated as generated Trust Managers;virtualinvoke $r0.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer29322, varReplacer29322, varReplacer29322);true;true
ConstraintError;okio.ByteString;okio.ByteString digest(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #b336d574501b28a5bd90db22472c23a68acb0c1b99c4f14746fdc2a23c69a24e);First parameter (with value "SHA-1") should be any of {SHA-256, SHA-384, SHA-512};$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1);true;true
ConstraintError;okio.ByteString;okio.ByteString digest(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #b336d574501b28a5bd90db22472c23a68acb0c1b99c4f14746fdc2a23c69a24e);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1);true;true
ConstraintError;me.zhanghai.android.patternlock.PatternUtils;byte[] sha1(byte[]);violating CrySL rule for java.security.MessageDigest (on Object #5b663156dd6f5a3311444afe4c9f5eab9bd1abcbb5fb7998571a1650d514c111);First parameter (with value "SHA-1") should be any of {SHA-256, SHA-384, SHA-512};$r1 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer39483);true;true
TypestateError;org.spongycastle.x509.AttributeCertificateHolder;boolean match(java.security.cert.Certificate);violating CrySL rule for java.security.MessageDigest (on Object #203b34564d1c876c37b7c7897ec08ca644d36cf9e02bc0a7c401a87a0ec4995e);Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte),java.security.MessageDigest: void update(byte[]);$r16 = virtualinvoke $r15.<java.security.MessageDigest: byte[] digest()>();false;false
ConstraintError;cz.msebera.android.httpclient.impl.auth.DigestScheme;java.security.MessageDigest createMessageDigest(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #546f5c2feae1941a82ed37877b403786fc60baf35924483ea8c4c989a2733b1c);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r2);true;true
TypestateError;cz.msebera.android.httpclient.impl.auth.HttpEntityDigester;void close();violating CrySL rule for java.security.MessageDigest (on Object #546f5c2feae1941a82ed37877b403786fc60baf35924483ea8c4c989a2733b1c);Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte),java.security.MessageDigest: void update(byte[]);$r1 = virtualinvoke $r2.<java.security.MessageDigest: byte[] digest()>();true;true
NeverTypeOfError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] RC4(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #5aa0c4354c6a4a716a18c884dbde6eaac0ed451f0695cc8f5eea48bba07abbd6);First parameter should never be of type java.lang.String.;specialinvoke $r0.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer43619);true;true
NeverTypeOfError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] RC4(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #5aa0c4354c6a4a716a18c884dbde6eaac0ed451f0695cc8f5eea48bba07abbd6);First parameter should never be of type java.lang.String.;specialinvoke $r0.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer43619);true;true
RequiredPredicateError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] RC4(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r3.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer43618, $r0);true;true
TypestateError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] RC4(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #fc291ffdaac5c65b31ded65fd46ed218ad22f3fe276e703c4e2985f8de28c541);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r1 = virtualinvoke $r3.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);true;true
ConstraintError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] RC4(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #5aa0c4354c6a4a716a18c884dbde6eaac0ed451f0695cc8f5eea48bba07abbd6);Second parameter (with value "RC4") should be any of {AES, HmacSHA256, HmacSHA384, HmacSHA512};specialinvoke $r0.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer43619);true;true
NeverTypeOfError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] RC4(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #5aa0c4354c6a4a716a18c884dbde6eaac0ed451f0695cc8f5eea48bba07abbd6);First parameter should never be of type java.lang.String.;specialinvoke $r0.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer43619);true;true
RequiredPredicateError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] RC4(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r0.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer43619);true;true
NeverTypeOfError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] RC4(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #5aa0c4354c6a4a716a18c884dbde6eaac0ed451f0695cc8f5eea48bba07abbd6);First parameter should never be of type java.lang.String.;specialinvoke $r0.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer43619);true;true
NeverTypeOfError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] RC4(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #5aa0c4354c6a4a716a18c884dbde6eaac0ed451f0695cc8f5eea48bba07abbd6);First parameter should never be of type java.lang.String.;specialinvoke $r0.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r2, varReplacer43619);true;true
ConstraintError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] RC4(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #fc291ffdaac5c65b31ded65fd46ed218ad22f3fe276e703c4e2985f8de28c541);First parameter (with value "RC4") should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256};$r3 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer43617);true;true
ConstraintError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] ntlm2SessionResponse(byte[],byte[],byte[]);violating CrySL rule for java.security.MessageDigest (on Object #ba890ad0a6098f9ef735cf0d39d4d086e1c1e23f69579efca2ff6aac32287293);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer45315);true;true
ConstraintError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;java.security.Key createDESKey(byte[],int);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #d3deaf1822349b742b573e63cd6dd68469649f32209aeaa6907866676f3c0ea0);Second parameter (with value "DES") should be any of {AES, HmacSHA256, HmacSHA384, HmacSHA512};specialinvoke $r2.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, varReplacer45322);true;true
RequiredPredicateError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;java.security.Key createDESKey(byte[],int);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r2.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, varReplacer45322);true;true
ConstraintError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] lmResponse(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #7310f8bdfe4facde452842881546ca94c551d09fbfa3913afa90cb760c58646b);First parameter (with value "DES/ECB/NoPadding") should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256};$r6 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer45325);true;true
RequiredPredicateError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] lmResponse(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r6.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer45336, $r5);true;true
TypestateError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] lmResponse(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #7310f8bdfe4facde452842881546ca94c551d09fbfa3913afa90cb760c58646b);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r0 = virtualinvoke $r6.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);true;true
RequiredPredicateError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] lmHash(java.lang.String);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r7.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer46655, $r5);true;true
TypestateError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] lmHash(java.lang.String);violating CrySL rule for javax.crypto.Cipher (on Object #48e1dc2f5b05c43c9c1708d58488d04cdb63736f2d23a4f99efcee7c5c2d1d09);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r3 = virtualinvoke $r7.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r4);true;true
ConstraintError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl;byte[] lmHash(java.lang.String);violating CrySL rule for javax.crypto.Cipher (on Object #48e1dc2f5b05c43c9c1708d58488d04cdb63736f2d23a4f99efcee7c5c2d1d09);First parameter (with value "DES/ECB/NoPadding") should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256};$r7 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer46658);true;true
ConstraintError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl$CipherGen;byte[] getLanManagerSessionKey();violating CrySL rule for javax.crypto.Cipher (on Object #f5669af7e7c0fc34593efbd9cb92b93fc3d6fffb26fc05060b694c9fc64d8d2);First parameter (with value "DES/ECB/NoPadding") should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256};$r5 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer45293);true;true
RequiredPredicateError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl$CipherGen;byte[] getLanManagerSessionKey();violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r5.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer45286, $r3);true;true
TypestateError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl$CipherGen;byte[] getLanManagerSessionKey();violating CrySL rule for javax.crypto.Cipher (on Object #f5669af7e7c0fc34593efbd9cb92b93fc3d6fffb26fc05060b694c9fc64d8d2);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r1 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r2);true;true
TypestateError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl$CipherGen;byte[] getLanManagerSessionKey();violating CrySL rule for javax.crypto.Cipher (on Object #fc30925716c38d55a9e7191063c88c5a781282491ae539f0006428691fdc88cc);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r2 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r2);true;true
IncompleteOperationError;okhttp3.Cache$Entry;java.util.List readCertificateList(okio.BufferedSource);violating CrySL rule for java.security.cert.CertificateFactory (on Object #77f0dc5bb3bdeb09bd15956186e966895eb9cf2906a00ffd5c2d88fe062a0a48);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCertificate, generateCertPath, generateCRL;$r5 = staticinvoke <java.security.cert.CertificateFactory: java.security.cert.CertificateFactory getInstance(java.lang.String)>(varReplacer45822);false;false
TypestateError;okhttp3.Cache$Entry;java.util.List readCertificateList(okio.BufferedSource);violating CrySL rule for java.security.cert.CertificateFactory (on Object #77f0dc5bb3bdeb09bd15956186e966895eb9cf2906a00ffd5c2d88fe062a0a48);Unexpected call to method generateCertificate on object of type java.security.cert.CertificateFactory. Expect a call to one of the following methods generateCRL;$r9 = virtualinvoke $r5.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r8);false;false
IncompleteOperationError;okhttp3.Cache$Entry;java.util.List readCertificateList(okio.BufferedSource);violating CrySL rule for java.security.cert.CertificateFactory (on Object #77f0dc5bb3bdeb09bd15956186e966895eb9cf2906a00ffd5c2d88fe062a0a48);Operation on object of type java.security.cert.CertificateFactory object not completed. Expected call to generateCertPath, generateCRL, java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream);$r9 = virtualinvoke $r5.<java.security.cert.CertificateFactory: java.security.cert.Certificate generateCertificate(java.io.InputStream)>($r8);false;false
ConstraintError;cz.msebera.android.httpclient.impl.auth.NTLMEngineImpl$HMACMD5;void <init>(byte[]);violating CrySL rule for java.security.MessageDigest (on Object #689e59f83bd2cf932f67df83c85a025e24f54122d921d3fc7c69448196f98f67);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer46671);true;true
IncompleteOperationError;org.spongycastle.crypto.encodings.PKCS1Encoding;byte[] decodeBlockOrRandom(byte[],int,int);violating CrySL rule for java.security.SecureRandom (on Object #d60d93481dd6262546132fe8ec2f6f2c42eb3a0a1bfa20b033056f89fc2c0c59);Operation on object of type java.security.SecureRandom object not completed. Expected call to init, getInstance;$i1 = virtualinvoke r0.<org.spongycastle.crypto.encodings.PKCS1Encoding: int getOutputBlockSize()>();false;false
IncompleteOperationError;org.spongycastle.crypto.encodings.PKCS1Encoding;byte[] decodeBlockOrRandom(byte[],int,int);violating CrySL rule for java.security.SecureRandom (on Object #94642bb44c85c75f78f22ec3372247e7bdbb1cf02676b4bfb5838a813a31c51a);Operation on object of type java.security.SecureRandom object not completed. Expected call to init, getInstance;$i1 = virtualinvoke r0.<org.spongycastle.crypto.encodings.PKCS1Encoding: int getOutputBlockSize()>();false;false
TypestateError;org.spongycastle.crypto.encodings.PKCS1Encoding;byte[] decodeBlockOrRandom(byte[],int,int);violating CrySL rule for java.security.SecureRandom (on Object #d60d93481dd6262546132fe8ec2f6f2c42eb3a0a1bfa20b033056f89fc2c0c59);Unexpected call to method nextBytes on object of type java.security.SecureRandom. Expect a call to one of the following methods init,getInstance;virtualinvoke $r4.<java.security.SecureRandom: void nextBytes(byte[])>($r3);false;false
IncompleteOperationError;org.spongycastle.crypto.encodings.PKCS1Encoding;byte[] decodeBlockOrRandom(byte[],int,int);violating CrySL rule for java.security.SecureRandom (on Object #94642bb44c85c75f78f22ec3372247e7bdbb1cf02676b4bfb5838a813a31c51a);Operation on object of type java.security.SecureRandom object not completed. Expected call to init, getInstance;$i1 = interfaceinvoke $r2.<org.spongycastle.crypto.AsymmetricBlockCipher: int getOutputBlockSize()>();false;false
TypestateError;org.spongycastle.crypto.encodings.PKCS1Encoding;byte[] encodeBlock(byte[],int,int);violating CrySL rule for java.security.SecureRandom (on Object #d60d93481dd6262546132fe8ec2f6f2c42eb3a0a1bfa20b033056f89fc2c0c59);Unexpected call to method nextBytes on object of type java.security.SecureRandom. Expect a call to one of the following methods init,getInstance;virtualinvoke $r4.<java.security.SecureRandom: void nextBytes(byte[])>($r3);false;false
TypestateError;org.spongycastle.crypto.encodings.PKCS1Encoding;byte[] encodeBlock(byte[],int,int);violating CrySL rule for java.security.SecureRandom (on Object #d60d93481dd6262546132fe8ec2f6f2c42eb3a0a1bfa20b033056f89fc2c0c59);Unexpected call to method nextInt on object of type java.security.SecureRandom. Expect a call to one of the following methods init,getInstance;$i3 = virtualinvoke $r4.<java.security.SecureRandom: int nextInt()>();false;false
IncompleteOperationError;org.spongycastle.crypto.encodings.PKCS1Encoding;byte[] encodeBlock(byte[],int,int);violating CrySL rule for java.security.SecureRandom (on Object #d60d93481dd6262546132fe8ec2f6f2c42eb3a0a1bfa20b033056f89fc2c0c59);Operation on object of type java.security.SecureRandom object not completed. Expected call to init, getInstance;$i2 = virtualinvoke r0.<org.spongycastle.crypto.encodings.PKCS1Encoding: int getInputBlockSize()>();false;false
IncompleteOperationError;org.spongycastle.crypto.encodings.PKCS1Encoding;byte[] encodeBlock(byte[],int,int);violating CrySL rule for java.security.SecureRandom (on Object #94642bb44c85c75f78f22ec3372247e7bdbb1cf02676b4bfb5838a813a31c51a);Operation on object of type java.security.SecureRandom object not completed. Expected call to init, getInstance;$i2 = virtualinvoke r0.<org.spongycastle.crypto.encodings.PKCS1Encoding: int getInputBlockSize()>();false;false
